usage_id;date_of_registration;pincode;calls_made;sms_sent;data_usage;churn
26483;12/05/2020;685472;29;47;485;No
26484;12/05/2020;520002;46;31;2782;No
26492;12/05/2020;206669;42;3;4273;No
26494;12/05/2020;278643;41;20;2129;No
26500;12/05/2020;363243;78;9;6769;Yes
26501;12/05/2020;675865;33;15;957;No
26506;12/05/2020;573205;78;32;4322;No
26509;12/05/2020;696893;61;5;1148;No
26513;12/05/2020;667273;33;14;728;No
26515;12/05/2020;700688;96;18;9605;No
26519;12/05/2020;152497;44;2;9387;No
26520;12/05/2020;145204;47;3;925;No
26525;12/05/2020;997251;51;13;7026;Yes
26527;12/05/2020;539791;63;25;302;No
26528;12/05/2020;353514;77;18;9971;No
26530;12/05/2020;921277;51;19;1004;No
26536;12/05/2020;454393;20;32;4614;No
26541;12/05/2020;881678;81;18;5170;No
26548;12/05/2020;324192;47;26;178;No
26553;12/05/2020;354159;105;3;4387;No
26555;12/05/2020;683382;34;47;9464;No
26556;12/05/2020;227233;74;12;1001;No
26559;12/05/2020;410431;4;14;2141;No
26562;12/05/2020;785100;56;11;1365;No
26570;12/05/2020;329717;41;26;1846;No
26571;12/05/2020;521469;61;10;7492;No
26577;13/05/2020;697115;34;31;4578;Yes
26578;13/05/2020;120309;2;2;1294;No
26581;13/05/2020;248414;76;2;8206;Yes
26582;13/05/2020;854851;64;12;4981;Yes
26587;13/05/2020;145293;48;8;5643;No
26591;13/05/2020;212212;66;31;4873;No
26605;13/05/2020;596743;84;8;353;No
26611;13/05/2020;246304;18;24;6114;No
26614;13/05/2020;295242;12;15;4575;Yes
26617;13/05/2020;463473;72;5;3825;Yes
26618;13/05/2020;379310;30;9;7730;Yes
26622;13/05/2020;780265;62;2;6568;No
26623;13/05/2020;163152;55;16;7087;Yes
26627;13/05/2020;506685;9;7;9349;Yes
26642;13/05/2020;870164;53;25;5777;Yes
26644;13/05/2020;335315;36;21;7894;No
26648;13/05/2020;751781;63;35;5727;Yes
26649;13/05/2020;780899;19;21;8348;No
26652;13/05/2020;542999;69;14;2493;No
26654;13/05/2020;507479;81;10;6791;Yes
26655;13/05/2020;590706;43;25;158;No
26656;13/05/2020;564391;8;1;9634;No
26666;13/05/2020;333420;23;39;376;No
26679;13/05/2020;894281;7;4;5066;No
26681;13/05/2020;896632;43;12;5304;No
26689;13/05/2020;210512;1;17;5172;Yes
26690;13/05/2020;191040;81;45;304;No
26692;13/05/2020;804570;20;17;6561;Yes
26695;13/05/2020;799237;14;4;10361;No
26697;13/05/2020;453233;35;46;1904;No
26706;13/05/2020;246445;18;11;623;Yes
26707;13/05/2020;633974;103;24;2652;No
26708;13/05/2020;243655;3;10;3429;Yes
26713;13/05/2020;234850;13;6;7028;No
26716;13/05/2020;111509;80;8;435;No
26717;13/05/2020;158804;7;43;1589;No
26718;13/05/2020;789187;99;42;411;No
26720;13/05/2020;837721;3;18;9058;No
26725;13/05/2020;760154;51;27;4405;No
26727;13/05/2020;115950;107;27;6099;No
26732;13/05/2020;148255;48;25;6186;No
26734;13/05/2020;171806;14;21;8162;No
26738;13/05/2020;579048;28;48;1946;Yes
26739;13/05/2020;365573;103;20;7135;No
26756;13/05/2020;212844;75;10;8397;No
26757;13/05/2020;579574;88;41;2970;No
26760;13/05/2020;801780;48;2;1316;Yes
26762;13/05/2020;204046;43;33;2347;No
26763;13/05/2020;296646;24;17;3120;No
26765;13/05/2020;192666;52;15;9847;No
26772;13/05/2020;510400;28;16;6608;No
26776;14/05/2020;622506;3;38;3874;No
26783;14/05/2020;956635;89;48;8536;Yes
26786;14/05/2020;864294;75;42;7369;No
26788;14/05/2020;805775;16;27;1698;No
26798;14/05/2020;238668;89;26;407;No
26804;14/05/2020;396685;6;15;9534;Yes
26811;14/05/2020;878153;43;43;5093;No
26824;14/05/2020;777972;7;39;2069;No
26825;14/05/2020;230119;23;31;5118;Yes
26826;14/05/2020;887349;42;9;166;No
26827;14/05/2020;361496;79;24;7599;Yes
26832;14/05/2020;813026;13;44;9341;No
26834;14/05/2020;614324;66;12;3063;Yes
26837;14/05/2020;927627;74;13;3767;No
26839;14/05/2020;372410;48;39;5425;No
26843;14/05/2020;253220;8;11;7487;Yes
26853;14/05/2020;596839;29;44;4313;Yes
26858;14/05/2020;992431;14;13;3811;No
26861;14/05/2020;646212;19;2;6677;No
26865;14/05/2020;462754;35;8;7112;No
26866;14/05/2020;408291;1;24;461;No
26868;14/05/2020;159598;69;37;8590;Yes
26875;14/05/2020;942260;71;25;6840;No
26878;14/05/2020;838230;24;4;700;No
26879;14/05/2020;503850;20;37;6609;No
26887;14/05/2020;749912;54;27;6510;No
26889;14/05/2020;315870;32;49;8879;No
26891;14/05/2020;199762;89;43;8290;Yes
26895;14/05/2020;664136;13;13;7501;No
26898;14/05/2020;448228;1;4;6426;Yes
26904;14/05/2020;481339;102;45;3691;No
26906;14/05/2020;182233;81;21;9263;No
26919;14/05/2020;695873;73;1;6369;No
26920;14/05/2020;904172;25;41;2641;No
26925;14/05/2020;704904;25;21;4829;No
26930;14/05/2020;477079;99;25;3207;No
26932;14/05/2020;434959;89;8;8794;No
26935;14/05/2020;103480;20;20;3133;Yes
26940;14/05/2020;885687;0;34;7931;No
26942;14/05/2020;456974;86;26;4632;No
26949;14/05/2020;187885;46;16;988;No
26956;14/05/2020;445660;26;12;9604;No
26959;14/05/2020;924964;50;18;9866;No
26962;14/05/2020;696510;42;31;6958;No
26966;14/05/2020;168217;100;0;8760;No
26976;15/05/2020;626851;65;19;2399;No
26990;15/05/2020;417007;22;42;1800;No
26991;15/05/2020;431491;33;1;3229;No
26996;15/05/2020;823587;93;41;7723;No
26998;15/05/2020;849010;24;47;456;No
27006;15/05/2020;749624;8;25;2839;No
27011;15/05/2020;337101;55;6;5124;Yes
27017;15/05/2020;709838;4;10;6548;No
27019;15/05/2020;439658;90;18;3242;No
27020;15/05/2020;263938;43;30;6375;Yes
27032;15/05/2020;336866;21;2;1601;No
27036;15/05/2020;168910;85;49;7002;No
27037;15/05/2020;511425;16;12;1809;No
27046;15/05/2020;921024;25;9;5314;No
27050;15/05/2020;980994;45;6;6711;No
27051;15/05/2020;799453;54;40;1826;No
27053;15/05/2020;445575;2;8;8711;Yes
27056;15/05/2020;105325;46;29;5729;No
27060;15/05/2020;750342;101;14;8151;No
27067;15/05/2020;692191;27;31;2042;Yes
27086;15/05/2020;243506;50;42;4352;No
27091;15/05/2020;856094;68;32;471;No
27100;15/05/2020;818819;34;44;6702;No
27102;15/05/2020;325887;61;2;4426;No
27106;15/05/2020;742962;12;36;5900;Yes
27120;15/05/2020;372153;93;23;6132;Yes
27121;15/05/2020;738548;80;27;3806;No
27123;15/05/2020;269900;72;12;9261;No
27126;15/05/2020;123048;47;15;204;No
27128;15/05/2020;511978;91;1;1384;Yes
27134;15/05/2020;977056;98;15;8749;Yes
27138;15/05/2020;862104;15;50;3280;No
27139;15/05/2020;968618;89;10;7237;No
27141;15/05/2020;627793;90;27;6829;No
27145;15/05/2020;863940;29;33;6907;No
27147;15/05/2020;165267;13;20;7516;No
27151;15/05/2020;133837;3;0;7828;No
27157;15/05/2020;992089;60;5;1862;Yes
27160;15/05/2020;504743;12;13;3150;No
27163;15/05/2020;213942;13;19;2192;No
27164;15/05/2020;923760;77;15;5466;No
27168;15/05/2020;325303;10;14;7914;No
27169;15/05/2020;404826;85;27;6788;No
27171;15/05/2020;300218;18;25;6480;Yes
27173;15/05/2020;462234;58;44;8885;No
27179;16/05/2020;219128;39;17;5051;No
27180;16/05/2020;521971;105;34;7046;No
27184;16/05/2020;696950;36;23;3664;No
27193;16/05/2020;235940;81;27;8471;No
27195;16/05/2020;688692;22;29;2954;No
27200;16/05/2020;765119;23;4;5060;No
27204;16/05/2020;668775;4;32;1476;Yes
27205;16/05/2020;583727;42;33;6709;No
27209;16/05/2020;384772;73;45;3306;No
27210;16/05/2020;992207;68;12;8923;No
27218;16/05/2020;432594;9;33;3882;No
27222;16/05/2020;258505;61;36;1326;No
27224;16/05/2020;941216;87;7;9165;No
27225;16/05/2020;342319;29;34;404;No
27231;16/05/2020;699917;63;6;2012;No
27237;16/05/2020;804169;28;28;8672;Yes
27239;16/05/2020;348913;13;17;3691;No
27242;16/05/2020;723824;22;45;227;No
27248;16/05/2020;572386;108;8;1163;No
27251;16/05/2020;419441;48;18;4609;No
27255;16/05/2020;730677;7;23;2167;No
27267;16/05/2020;130424;5;44;5071;No
27277;16/05/2020;643458;30;38;2383;No
27278;16/05/2020;463004;57;25;2325;No
27282;16/05/2020;795875;82;39;8961;Yes
27285;16/05/2020;912141;77;3;3013;No
27286;16/05/2020;211061;11;36;2739;No
27288;16/05/2020;788030;66;19;340;No
27293;16/05/2020;353719;100;37;5071;No
27294;16/05/2020;595260;64;47;4910;No
27295;16/05/2020;886312;20;11;8154;No
27297;16/05/2020;911140;17;4;7933;No
27300;16/05/2020;213165;73;6;3250;Yes
27314;16/05/2020;340825;88;22;4643;No
27317;16/05/2020;111400;38;3;9068;No
27319;16/05/2020;529650;100;38;3879;Yes
27321;16/05/2020;112471;83;3;6703;Yes
27324;16/05/2020;575131;80;8;8244;Yes
27327;16/05/2020;248631;7;19;9058;No
27331;16/05/2020;702745;56;13;8958;No
27339;16/05/2020;989515;48;18;9884;No
27344;16/05/2020;812763;58;35;9420;No
27347;16/05/2020;970728;82;14;5235;No
27354;16/05/2020;876246;25;13;4011;No
27361;16/05/2020;206917;40;35;7820;No
27363;16/05/2020;714084;83;4;3529;No
27364;16/05/2020;171050;0;32;4488;No
27369;16/05/2020;944238;98;35;6394;No
27370;16/05/2020;827090;79;9;4468;Yes
27376;17/05/2020;965337;16;5;9119;No
27378;17/05/2020;917349;15;19;7282;No
27379;17/05/2020;865615;31;32;2602;No
27380;17/05/2020;578372;71;19;5505;No
27384;17/05/2020;706468;44;37;5564;Yes
27385;17/05/2020;902445;62;30;1543;No
27397;17/05/2020;396743;5;28;5914;No
27403;17/05/2020;435541;59;29;9251;No
27410;17/05/2020;665818;71;50;7255;No
27412;17/05/2020;802049;56;15;6479;No
27414;17/05/2020;431381;17;21;1373;No
27418;17/05/2020;336485;38;22;4523;No
27422;17/05/2020;999328;70;19;8761;Yes
27425;17/05/2020;742966;18;14;10099;No
27435;17/05/2020;245560;69;17;2132;No
27437;17/05/2020;517704;27;22;8179;No
27442;17/05/2020;830030;72;40;5790;No
27443;17/05/2020;379326;27;7;7264;No
27449;17/05/2020;563769;28;19;7130;No
27450;17/05/2020;845868;47;20;5665;No
27464;17/05/2020;288857;90;42;9064;Yes
27468;17/05/2020;723756;16;43;9890;No
27470;17/05/2020;933256;68;6;670;No
27474;17/05/2020;349864;18;46;3924;Yes
27475;17/05/2020;887620;60;33;71;Yes
27478;17/05/2020;846505;38;45;6092;Yes
27481;17/05/2020;725228;86;22;6970;No
27485;17/05/2020;832791;88;35;318;No
27486;17/05/2020;774777;50;40;10536;No
27493;17/05/2020;508161;89;47;4661;No
27496;17/05/2020;359132;70;43;5258;No
27501;17/05/2020;711177;80;7;8976;No
27506;17/05/2020;629315;42;3;2116;No
27509;17/05/2020;276515;39;44;4112;Yes
27510;17/05/2020;985739;38;21;526;No
27512;17/05/2020;656376;52;17;8738;No
27515;17/05/2020;665970;24;33;6773;Yes
27519;17/05/2020;520905;98;27;287;No
27521;17/05/2020;823192;83;5;1504;No
27530;17/05/2020;913895;27;41;2937;No
27531;17/05/2020;730948;89;16;4258;No
27547;17/05/2020;735588;35;29;4098;No
27551;17/05/2020;589058;60;10;6523;No
27557;17/05/2020;653981;14;35;2851;No
27559;17/05/2020;774585;12;36;3515;Yes
27561;17/05/2020;557780;13;16;3677;No
27578;18/05/2020;842972;6;16;626;No
27584;18/05/2020;852833;42;34;5985;No
27589;18/05/2020;116503;81;33;6480;No
27592;18/05/2020;250059;90;27;5377;No
27596;18/05/2020;906967;64;26;1742;No
27599;18/05/2020;771162;95;43;4786;No
27603;18/05/2020;367493;74;8;3415;No
27611;18/05/2020;122006;74;18;1358;No
27612;18/05/2020;223304;64;15;7315;No
27622;18/05/2020;910843;0;25;1446;No
27624;18/05/2020;632436;80;38;3763;No
27626;18/05/2020;115177;6;12;9524;No
27629;18/05/2020;946323;71;11;4378;No
27631;18/05/2020;221112;81;17;8271;No
27634;18/05/2020;235080;10;25;7417;No
27653;18/05/2020;557793;3;27;4403;No
27659;18/05/2020;942209;53;45;7733;Yes
27663;18/05/2020;910308;51;15;4957;No
27669;18/05/2020;789855;85;44;6700;Yes
27670;18/05/2020;704548;9;19;6258;No
27675;18/05/2020;484893;56;17;9016;No
27686;18/05/2020;744425;26;1;5062;No
27691;18/05/2020;907029;11;10;199;Yes
27693;18/05/2020;340872;11;25;2977;No
27701;18/05/2020;650780;77;40;2663;Yes
27703;18/05/2020;409113;21;1;4482;No
27708;18/05/2020;543522;21;26;7846;No
27715;18/05/2020;351375;54;17;4783;No
27722;18/05/2020;538376;73;11;522;No
27723;18/05/2020;214919;63;18;1368;No
27725;18/05/2020;284729;38;44;5306;No
27728;18/05/2020;441269;79;22;5441;No
27734;18/05/2020;780878;81;13;7240;No
27735;18/05/2020;464898;13;17;5332;No
27738;18/05/2020;908004;26;49;1857;No
27739;18/05/2020;864967;20;28;5011;No
27745;18/05/2020;871594;0;29;3289;No
27751;18/05/2020;581886;72;34;4681;Yes
27752;18/05/2020;943854;37;15;1854;No
27757;18/05/2020;598746;58;45;719;No
27763;18/05/2020;883038;32;14;1238;No
27775;19/05/2020;326780;59;5;7629;No
27783;19/05/2020;142465;38;21;4114;No
27787;19/05/2020;227833;9;44;6260;No
27790;19/05/2020;568563;9;10;4756;No
27793;19/05/2020;623037;49;32;1277;No
27794;19/05/2020;747492;51;5;7505;Yes
27796;19/05/2020;944857;83;41;8631;No
27798;19/05/2020;323061;37;4;3232;No
27799;19/05/2020;884697;62;20;9800;No
27801;19/05/2020;154259;59;7;4970;Yes
27804;19/05/2020;224816;70;25;3103;No
27810;19/05/2020;284646;92;18;8456;Yes
27812;19/05/2020;899868;36;32;7672;No
27816;19/05/2020;363149;28;17;2700;No
27819;19/05/2020;932907;68;32;3711;No
27822;19/05/2020;773871;56;1;6045;No
27824;19/05/2020;116304;54;45;1367;No
27825;19/05/2020;778794;77;47;7346;No
27826;19/05/2020;755037;76;37;5015;Yes
27831;19/05/2020;893019;57;10;6751;No
27841;19/05/2020;220166;42;3;7320;No
27842;19/05/2020;888983;14;7;5247;Yes
27843;19/05/2020;135472;56;51;648;Yes
27845;19/05/2020;262214;68;8;1221;No
27851;19/05/2020;542756;103;19;6140;Yes
27852;19/05/2020;292873;12;3;3455;Yes
27854;19/05/2020;993037;26;1;1819;Yes
27858;19/05/2020;800133;54;8;6952;No
27861;19/05/2020;899159;2;9;2726;No
27890;19/05/2020;702087;48;23;7765;No
27891;19/05/2020;588419;32;42;4166;No
27898;19/05/2020;901817;10;16;5174;No
27905;19/05/2020;819208;47;10;7467;No
27907;19/05/2020;946364;43;15;3210;No
27908;19/05/2020;649457;61;6;10526;No
27909;19/05/2020;188697;16;27;10073;No
27918;19/05/2020;463334;18;49;8588;No
27923;19/05/2020;472755;73;29;2500;No
27928;19/05/2020;717834;95;3;5641;No
27932;19/05/2020;139391;42;29;8379;No
27935;19/05/2020;334337;32;31;7569;No
27944;19/05/2020;366879;40;14;5735;Yes
27950;19/05/2020;371076;1;4;5897;No
27953;19/05/2020;157400;60;36;2409;No
27954;19/05/2020;759882;62;42;6158;Yes
27955;19/05/2020;436690;15;31;2265;No
27959;19/05/2020;316951;84;37;3605;No
27966;19/05/2020;441216;100;19;5555;Yes
27969;19/05/2020;461935;72;7;353;No
27971;19/05/2020;418947;24;19;353;No
27972;19/05/2020;387230;29;18;6034;No
27975;20/05/2020;744162;62;34;9266;No
27977;20/05/2020;529253;46;21;9092;No
27983;20/05/2020;460794;41;46;5711;No
27996;20/05/2020;303365;74;29;3211;No
27999;20/05/2020;554344;36;41;10555;No
28004;20/05/2020;539146;43;22;951;No
28005;20/05/2020;927139;75;12;2828;No
28006;20/05/2020;521411;65;16;8243;Yes
28007;20/05/2020;377812;75;6;7225;Yes
28009;20/05/2020;460340;66;53;9539;Yes
28016;20/05/2020;870156;21;47;1492;No
28017;20/05/2020;829028;59;4;5534;No
28021;20/05/2020;249879;9;52;8138;No
28023;20/05/2020;732839;76;50;6878;No
28035;20/05/2020;921060;49;36;8331;No
28038;20/05/2020;320821;34;36;3266;Yes
28041;20/05/2020;110549;62;22;5394;No
28044;20/05/2020;781634;35;14;3594;No
28055;20/05/2020;665494;15;28;5433;No
28057;20/05/2020;720589;23;38;10227;No
28058;20/05/2020;875517;28;41;5344;No
28059;20/05/2020;418385;65;20;2092;No
28072;20/05/2020;607586;19;5;2621;No
28073;20/05/2020;487286;50;14;391;No
28077;20/05/2020;712094;71;11;1201;No
28083;20/05/2020;439934;40;6;5781;No
28084;20/05/2020;526520;73;3;21;Yes
28085;20/05/2020;446760;82;34;3124;No
28088;20/05/2020;551127;82;24;6633;No
28089;20/05/2020;296061;13;42;5855;No
28096;20/05/2020;164398;47;3;3399;Yes
28100;20/05/2020;419910;60;28;2286;No
28101;20/05/2020;749232;24;8;638;No
28102;20/05/2020;107123;33;16;6102;No
28105;20/05/2020;137112;12;6;4855;No
28113;20/05/2020;714806;5;18;7131;No
28115;20/05/2020;974187;62;23;5184;No
28119;20/05/2020;183920;14;44;1436;No
28120;20/05/2020;690045;6;27;3396;No
28125;20/05/2020;470152;64;37;2808;No
28127;20/05/2020;113581;10;24;4082;No
28130;20/05/2020;248683;13;9;9212;Yes
28134;20/05/2020;593266;58;41;10180;Yes
28136;20/05/2020;536636;33;43;5464;No
28138;20/05/2020;296376;94;7;6526;No
28139;20/05/2020;714596;87;32;7645;No
28144;20/05/2020;638011;16;12;6728;Yes
28145;20/05/2020;414096;40;29;10248;No
28148;20/05/2020;390135;24;27;8978;No
28155;20/05/2020;126130;65;21;4019;No
28156;20/05/2020;183618;65;15;5483;No
28157;20/05/2020;705896;13;45;3324;No
28159;20/05/2020;752638;93;33;5872;Yes
28169;20/05/2020;731883;84;17;1854;No
28170;20/05/2020;426276;81;17;1440;No
28180;21/05/2020;256990;12;10;3477;No
28181;21/05/2020;750555;51;8;5701;No
28183;21/05/2020;562817;90;1;6301;No
28187;21/05/2020;597786;52;12;3225;No
28189;21/05/2020;262423;26;40;10033;No
28192;21/05/2020;831180;42;1;9474;No
28200;21/05/2020;394007;31;12;10589;No
28203;21/05/2020;820970;42;2;7315;No
28206;21/05/2020;547399;69;11;9113;No
28209;21/05/2020;165208;28;11;4264;Yes
28212;21/05/2020;356487;21;49;4048;Yes
28213;21/05/2020;352093;7;25;755;No
28218;21/05/2020;582650;36;17;9947;Yes
28220;21/05/2020;467280;62;4;2211;Yes
28223;21/05/2020;712482;11;48;8231;No
28226;21/05/2020;430919;52;5;5459;No
28228;21/05/2020;300018;39;8;513;Yes
28237;21/05/2020;103216;58;22;4355;No
28244;21/05/2020;755837;87;29;1423;No
28251;21/05/2020;763101;82;44;4692;No
28252;21/05/2020;235392;77;4;8634;No
28254;21/05/2020;742598;52;30;7916;No
28255;21/05/2020;592316;94;41;3509;No
28258;21/05/2020;802114;67;30;39;No
28264;21/05/2020;323307;6;26;4286;No
28283;21/05/2020;958396;59;40;2662;No
28293;21/05/2020;908487;83;18;8036;No
28297;21/05/2020;916470;57;20;5862;No
28309;21/05/2020;204135;36;28;1600;No
28310;21/05/2020;434267;10;24;6359;No
28312;21/05/2020;674816;1;46;6690;No
28324;21/05/2020;375121;58;33;8065;No
28337;21/05/2020;832713;81;6;273;No
28344;21/05/2020;157904;58;29;3760;Yes
28346;21/05/2020;583207;41;15;2349;No
28347;21/05/2020;648887;61;31;6667;No
28348;21/05/2020;373318;31;30;7634;No
28351;21/05/2020;575288;10;15;7060;No
28354;21/05/2020;502714;97;8;2878;No
28356;21/05/2020;799563;19;20;2674;No
28357;21/05/2020;287263;80;7;5770;Yes
28358;21/05/2020;258027;6;28;1744;No
28374;22/05/2020;991235;88;10;2990;No
28382;22/05/2020;190727;71;21;8145;No
28401;22/05/2020;271822;56;24;9397;No
28403;22/05/2020;659477;70;6;8056;No
28408;22/05/2020;245513;85;52;3053;No
28410;22/05/2020;972025;3;29;2522;No
28412;22/05/2020;330139;86;0;8448;No
28413;22/05/2020;492914;102;4;8844;No
28416;22/05/2020;842611;16;48;2714;No
28422;22/05/2020;781353;7;12;8916;No
28423;22/05/2020;851104;72;37;9350;No
28425;22/05/2020;927107;34;28;1698;No
28427;22/05/2020;422980;57;51;1438;No
28429;22/05/2020;284838;73;32;6628;Yes
28431;22/05/2020;981610;53;24;8336;Yes
28432;22/05/2020;265549;54;32;7473;Yes
28437;22/05/2020;348217;42;29;5446;No
28438;22/05/2020;217123;65;13;6068;No
28440;22/05/2020;912604;18;23;7722;No
28445;22/05/2020;720804;16;7;8862;No
28447;22/05/2020;230820;10;48;9035;No
28454;22/05/2020;276374;98;34;9763;No
28459;22/05/2020;422439;44;23;6124;No
28461;22/05/2020;124419;95;2;1811;No
28465;22/05/2020;248376;77;20;6738;No
28475;22/05/2020;750987;95;43;3834;Yes
28481;22/05/2020;233259;34;12;8937;No
28483;22/05/2020;832804;89;7;7786;No
28485;22/05/2020;190830;67;5;921;No
28486;22/05/2020;462450;44;7;8024;No
28490;22/05/2020;952022;63;11;6097;No
28491;22/05/2020;454769;46;42;214;No
28498;22/05/2020;280075;67;2;6896;Yes
28504;22/05/2020;602874;5;21;4113;No
28509;22/05/2020;992966;92;20;1464;No
28510;22/05/2020;135870;85;10;5360;No
28512;22/05/2020;700151;94;17;3440;No
28514;22/05/2020;622029;28;40;5604;No
28515;22/05/2020;940880;94;1;1941;No
28522;22/05/2020;403202;48;46;6889;No
28528;22/05/2020;548205;9;6;589;Yes
28529;22/05/2020;929275;101;24;1695;No
28537;22/05/2020;783704;18;38;2401;No
28538;22/05/2020;688720;32;43;3189;No
28543;22/05/2020;163129;75;38;3238;No
28549;22/05/2020;949040;30;27;58;No
28556;22/05/2020;507538;78;29;4416;No
28557;22/05/2020;923731;11;13;4574;No
28560;22/05/2020;175897;45;11;6506;Yes
28564;22/05/2020;983186;67;17;3778;No
28566;22/05/2020;709725;68;46;3517;No
28571;22/05/2020;272354;39;38;8175;No
28573;23/05/2020;438198;1;18;7964;No
28576;23/05/2020;480474;38;38;6605;Yes
28585;23/05/2020;427460;99;15;2375;No
28591;23/05/2020;202964;5;27;1238;No
28596;23/05/2020;873160;93;19;8443;No
28599;23/05/2020;387239;20;17;3269;No
28600;23/05/2020;159141;43;27;2620;No
28610;23/05/2020;785085;5;40;7142;No
28614;23/05/2020;394744;1;24;1843;Yes
28615;23/05/2020;916889;63;16;8862;Yes
28616;23/05/2020;569248;54;0;6205;No
28619;23/05/2020;529466;11;36;8249;No
28622;23/05/2020;501596;91;9;9631;No
28626;23/05/2020;762119;39;53;6257;Yes
28633;23/05/2020;601029;91;12;5240;No
28636;23/05/2020;114629;25;48;9269;No
28643;23/05/2020;875147;9;38;5708;No
28656;23/05/2020;806494;86;38;2821;No
28657;23/05/2020;517638;75;47;2013;No
28668;23/05/2020;165777;75;23;8929;No
28669;23/05/2020;616487;74;37;3982;No
28681;23/05/2020;782314;66;3;6801;No
28683;23/05/2020;193615;71;30;1254;No
28684;23/05/2020;557028;27;10;6521;No
28690;23/05/2020;701959;5;46;3839;No
28694;23/05/2020;655532;45;13;6477;No
28696;23/05/2020;978815;99;41;2871;No
28699;23/05/2020;388904;53;11;10447;Yes
28701;23/05/2020;416501;30;19;6628;No
28703;23/05/2020;702675;69;14;2233;Yes
28706;23/05/2020;529739;47;36;3742;No
28716;23/05/2020;616436;67;16;8281;No
28720;23/05/2020;695011;81;4;4287;No
28723;23/05/2020;833686;45;34;7640;No
28726;23/05/2020;332929;13;10;405;Yes
28736;23/05/2020;267296;3;13;5808;No
28743;23/05/2020;856528;60;25;1959;No
28750;23/05/2020;148041;40;8;7274;No
28757;23/05/2020;715257;60;47;1829;No
28759;23/05/2020;768371;47;28;6590;No
28760;23/05/2020;707575;46;7;5230;No
28764;23/05/2020;662079;57;4;10210;No
28766;23/05/2020;898311;36;31;5829;No
28770;23/05/2020;132891;12;30;3759;No
28790;24/05/2020;420144;50;49;3356;No
28791;24/05/2020;789054;105;3;3996;No
28794;24/05/2020;609457;47;13;2780;Yes
28795;24/05/2020;226233;87;31;6479;No
28799;24/05/2020;631072;61;35;1146;No
28800;24/05/2020;256199;35;4;7186;No
28802;24/05/2020;592249;54;20;2634;Yes
28806;24/05/2020;129010;58;38;7452;No
28813;24/05/2020;563849;1;32;4937;No
28814;24/05/2020;107718;21;7;7930;No
28816;24/05/2020;926231;15;17;5389;No
28819;24/05/2020;235001;46;11;89;No
28821;24/05/2020;827871;102;28;6822;No
28822;24/05/2020;623463;44;14;602;No
28832;24/05/2020;326588;73;11;7205;No
28834;24/05/2020;336760;45;18;4526;No
28837;24/05/2020;802513;1;39;3791;Yes
28842;24/05/2020;516430;90;30;6986;Yes
28843;24/05/2020;226562;36;32;3391;No
28845;24/05/2020;911854;71;43;6619;Yes
28849;24/05/2020;929366;21;14;8519;No
28850;24/05/2020;665086;65;28;3959;No
28852;24/05/2020;928994;82;10;1134;No
28856;24/05/2020;694132;105;51;8242;No
28862;24/05/2020;665506;38;26;7057;Yes
28864;24/05/2020;267997;33;42;5704;No
28867;24/05/2020;813643;43;27;5357;No
28871;24/05/2020;329779;80;35;3936;Yes
28879;24/05/2020;992102;83;49;2358;No
28886;24/05/2020;271548;35;39;3948;No
28893;24/05/2020;495702;73;47;1846;Yes
28894;24/05/2020;486105;37;37;5715;No
28898;24/05/2020;814716;11;29;8352;No
28904;24/05/2020;866148;40;7;463;No
28911;24/05/2020;592878;40;40;1135;No
28912;24/05/2020;295064;44;0;990;No
28915;24/05/2020;209258;75;12;3018;No
28916;24/05/2020;522038;67;25;6197;No
28933;24/05/2020;755383;34;40;7605;Yes
28935;24/05/2020;412988;82;31;6655;No
28937;24/05/2020;351513;44;15;3715;Yes
28951;24/05/2020;777988;18;27;2999;No
28962;24/05/2020;186064;68;37;2301;No
28965;24/05/2020;805650;65;5;10126;Yes
28966;24/05/2020;957013;102;16;4481;No
28968;24/05/2020;100224;72;22;6764;Yes
28973;25/05/2020;493510;71;22;4071;No
28975;25/05/2020;429360;33;41;4697;No
29004;25/05/2020;252661;6;21;6671;No
29005;25/05/2020;462222;26;10;4611;No
29016;25/05/2020;529538;55;27;2181;No
29023;25/05/2020;135264;59;3;1173;No
29024;25/05/2020;645960;64;41;519;No
29029;25/05/2020;652352;69;23;8470;No
29030;25/05/2020;166250;46;4;817;No
29031;25/05/2020;889310;65;11;4671;No
29032;25/05/2020;205865;16;15;766;Yes
29039;25/05/2020;101161;7;7;2878;No
29040;25/05/2020;934179;16;49;7168;Yes
29049;25/05/2020;731186;100;43;1443;No
29053;25/05/2020;857183;46;13;4405;Yes
29055;25/05/2020;880829;91;32;70;No
29058;25/05/2020;850510;11;34;6299;No
29063;25/05/2020;284071;23;14;9612;No
29066;25/05/2020;853888;57;5;4493;Yes
29075;25/05/2020;144363;23;30;4777;No
29078;25/05/2020;983797;21;37;1350;No
29079;25/05/2020;512923;93;46;2353;No
29086;25/05/2020;621370;69;17;2744;Yes
29090;25/05/2020;399449;19;46;9566;No
29097;25/05/2020;919765;93;33;5604;No
29098;25/05/2020;806722;98;44;1551;Yes
29102;25/05/2020;595264;73;51;4869;No
29107;25/05/2020;564667;52;24;9728;No
29108;25/05/2020;271397;26;45;5143;No
29110;25/05/2020;868393;50;4;7210;No
29116;25/05/2020;807322;47;9;8498;Yes
29122;25/05/2020;325720;61;13;1463;Yes
29124;25/05/2020;388946;75;23;352;No
