cap_id;num_dependents;estimated_salary
61163;1;93665
61170;2;47840
61172;1;148190
61175;2;111469
61178;3;47818
61182;0;80269
61188;3;137984
61189;2;137486
61191;3;115737
61193;2;147952
61199;1;45718
61208;3;147452
61210;1;37783
61211;4;73376
61216;0;79834
61224;4;148150
61226;1;35075
61227;0;83442
61229;2;139215
61232;0;101162
61234;3;107996
61235;4;63937
61237;4;87789
61238;4;21029
61242;4;99398
61248;2;51483
61251;3;138265
61256;4;29158
61260;0;41980
61262;4;142340
61263;4;53624
61270;4;62714
61271;3;134370
61282;0;65407
61285;2;110262
61291;2;143266
61293;2;109423
61296;3;124917
61300;1;131949
61305;1;135270
61306;4;118851
61312;2;60035
61321;4;127267
61322;1;112735
61324;2;131815
61330;2;100332
61339;3;68145
61342;2;90563
61353;1;147704
61357;0;98450
61362;4;81252
61367;1;126303
61368;3;62602
61369;3;81122
61371;0;126103
61384;4;118702
61388;2;61694
61390;1;103124
61392;2;50790
61406;1;120069
61407;2;122777
61415;2;64527
61428;1;95915
61431;0;68647
61434;1;30421
61439;4;43736
61441;0;77376
61443;4;121114
61445;2;81691
61449;1;72498
61459;2;136651
61462;4;130745
61466;2;90386
61467;1;73091
61468;2;133016
61473;3;41360
61474;0;41227
61479;3;45050
61481;2;136782
61484;0;72116
61488;1;127396
61489;0;64421
61490;0;120582
61491;4;45101
61494;3;22483
61504;0;51859
61505;1;81986
61508;3;70071
61513;2;115089
61518;4;110450
61520;4;129637
61530;3;79301
61535;4;46315
61539;1;45541
61544;3;20180
61548;0;90301
61557;3;91277
61558;4;36067
61567;0;108729
61568;1;74796
61574;2;40017
61576;3;52681
61577;2;72891
61580;3;140800
61581;3;24570
61583;0;83223
61594;0;136851
61597;0;34630
61605;1;31774
61611;0;47909
61613;0;39257
61614;2;71962
61615;3;23958
61616;1;135343
61620;2;104715
61636;4;124408
61646;0;137514
61649;2;60023
61653;4;50776
61656;0;86661
61663;4;144431
61666;2;136874
61668;4;39816
61677;4;53104
61683;1;62715
61684;4;115031
61687;3;22738
61689;2;41442
61692;3;85526
61693;2;104446
61697;4;93920
61700;2;97533
61702;1;50912
61703;1;117844
61704;0;84088
61706;4;134625
61710;4;54261
61714;2;41574
61716;0;144115
61717;0;20509
61719;2;58999
61723;2;80545
61724;1;139121
61731;4;108334
61742;2;64462
61746;0;79840
61749;3;121035
61753;1;135075
61754;1;47855
61755;1;28188
61757;4;46859
61763;3;79993
61774;0;54373
61779;1;132957
61784;3;118459
61790;0;112944
61797;3;72223
61800;1;88537
61802;1;60359
61803;2;51421
61806;4;99652
61807;3;130715
61809;4;90226
61812;1;128931
61816;3;46210
61823;4;95227
61825;2;67792
61827;2;110335
61832;3;27836
61833;0;81137
61840;1;73023
61841;1;37960
61842;2;39014
61844;3;25710
61849;0;121270
61867;0;130119
61869;2;93965
61872;3;80708
61876;0;116452
61902;2;43137
61905;4;116929
61906;0;20077
61908;1;129011
61909;1;109997
61919;2;79861
61921;1;82028
61922;0;135757
61923;0;126543
61926;4;113443
61930;1;95022
61933;2;27562
61935;0;28362
61939;0;113776
61950;1;89967
61953;0;103514
61965;4;85165
61966;3;37631
61970;1;77549
61971;3;70510
61974;2;85242
61977;0;121686
61978;0;71302
61982;4;63415
61984;0;130383
61987;1;23909
61990;3;64875
61997;3;116047
62000;3;57647
62006;4;128321
62007;0;147117
62009;0;29573
62011;4;116130
62014;1;126834
62018;3;67072
62022;3;144617
62028;4;35230
62030;0;85246
62034;4;123513
62040;3;58926
62041;2;116209
62042;1;78488
62049;3;139528
62053;1;47380
62055;3;141166
62056;2;112469
62060;4;108415
62069;3;92324
62070;2;127901
62074;2;98457
62076;0;129493
62077;0;29826
62082;4;77841
62096;0;60146
62097;4;83076
62100;3;22076
62109;3;50643
62110;2;142103
62114;2;127837
62115;2;39280
62116;3;107594
62125;0;29107
62130;3;23179
62140;1;60396
62141;1;22411
62148;4;69738
62155;4;94745
62166;4;28998
62168;4;73410
62174;3;66002
62179;3;71156
62184;3;124742
62187;0;129760
62188;2;72427
62191;3;69040
62192;1;107549
62199;2;76496
62200;1;105865
62206;3;146601
62210;3;27222
62211;2;112032
62217;1;58637
62224;0;101032
62227;4;80295
62228;1;29322
62233;1;59643
62236;1;95170
62241;4;140233
62243;3;146367
62248;2;111010
62252;0;132973
62253;2;132270
62254;3;121062
62263;3;21655
62264;1;110985
62271;3;36932
62274;1;27417
62275;2;30460
62276;2;74505
62279;0;56721
62283;1;47780
62286;3;139976
62288;3;106590
62293;1;66692
62294;3;44419
62297;1;106345
62302;4;57708
62305;0;87596
62308;1;116259
62309;0;23452
62310;4;143230
62316;4;142374
62317;0;55813
62318;0;72533
62320;3;104650
62321;1;134249
62322;1;69588
62325;0;72588
62337;1;97238
62340;2;22392
62344;0;136414
62352;1;21301
62357;1;59442
62358;0;115583
62359;1;65165
62363;1;61246
62370;4;95425
62374;1;129501
62379;2;149481
62391;4;114536
62410;2;34324
62413;2;117730
62418;0;24173
62434;1;108651
62446;2;130305
62449;4;89181
62452;3;66510
62458;1;71770
62464;0;36138
62465;1;66166
62468;2;46888
62470;3;42364
62479;0;90654
62481;2;98417
62482;2;126877
62486;3;61133
62488;4;122770
62495;0;121988
62496;3;67942
62499;0;106894
62503;4;98125
62505;1;57957
62512;4;54675
62515;2;64734
62519;2;113221
62520;3;122792
62525;4;148269
62526;1;109493
62527;3;125478
62536;4;59707
62538;0;47210
62545;0;143178
62549;2;26768
62551;1;96592
62552;4;103254
62553;4;119694
62557;4;117000
62559;2;84810
62561;2;44334
62563;0;105275
62565;2;27302
62566;4;124428
62573;3;101765
62574;0;63205
62576;0;131192
62585;1;47435
62590;2;67893
62591;0;49553
62598;2;91813
62608;0;87445
62610;0;88820
62611;0;131869
62613;4;74951
62614;2;50415
62616;0;25498
62617;2;31458
62622;4;68377
62629;2;131554
62630;4;149417
62635;2;31253
62637;0;54685
62640;4;99604
62641;3;83263
62642;3;108778
62645;4;91005
62653;3;32680
62655;0;67293
62657;0;123641
62659;3;127579
62666;0;70282
62668;1;102832
62669;0;68379
62670;2;50839
62683;1;149079
62684;1;45965
62693;0;34178
62696;0;103590
62711;0;58586
62714;4;92357
62719;1;88960
62721;4;118015
62723;2;58856
62726;3;58201
62727;1;103678
62729;0;93797
62735;3;43482
62737;2;36788
62740;0;66515
62750;0;54025
62754;4;109828
62757;0;146344
62760;3;53480
62763;4;69901
62764;3;89854
62776;4;78747
62779;1;60204
62787;1;105035
62791;0;132650
62792;2;107783
62794;1;111359
62795;1;86992
62802;4;42787
62807;4;68795
62816;1;133142
62818;3;145157
62819;3;117861
62821;1;97771
62828;4;27740
62837;4;28353
62838;3;95574
62841;4;110655
62843;1;133970
62845;0;145678
62847;4;131578
62858;2;92438
62859;2;52633
62866;2;82969
62867;4;145786
62869;2;138504
62870;2;146144
62872;4;97449
62876;0;56574
62880;3;70457
62883;4;97087
62884;1;116219
62886;1;147333
62888;3;117884
62895;4;74126
62911;3;87084
62914;2;39025
62919;4;130994
62922;3;112774
62924;2;142996
62929;4;27548
62936;2;60263
62937;0;40697
62940;2;47991
62942;1;129803
62944;0;46867
62950;2;130948
62954;1;49497
62958;1;22085
62959;4;139141
62961;4;20711
62968;0;146183
62969;3;135960
62970;1;31314
62971;1;21526
62977;1;77284
62981;3;130215
62983;3;69365
62989;1;148716
62990;2;56349
62998;2;26689
63002;1;77595
63004;0;58939
63009;2;21127
63018;0;69048
63023;1;49460
63024;3;103561
63026;0;131651
63031;2;21553
63033;2;58078
63041;0;103723
63042;3;85209
63046;0;90318
63048;1;118041
63056;0;116298
63058;3;72290
63062;4;121755
63064;1;146671
63066;2;117961
63070;3;46163
63081;2;103655
63083;1;35331
63085;1;32458
63091;4;85924
63095;4;76485
63096;3;63584
63097;4;85046
63100;4;82822
63115;2;46337
63116;0;31565
63123;4;41702
63128;4;138030
63129;2;91772
63137;4;23019
63140;0;127928
63143;0;137118
63146;0;130348
63150;0;50687
63155;4;92187
63157;4;47056
63160;0;98212
63162;1;113470
63174;2;45974
63175;1;138916
63179;4;115932
63191;4;115985
63195;3;56406
63197;2;42780
63198;3;27899
63199;2;138820
63202;3;105279
63203;3;105141
63223;1;57058
63225;1;22154
63227;4;65539
63228;3;75332
63233;3;61578
63235;4;71730
63238;4;124846
63243;4;123386
63244;4;113754
63248;2;85010
63261;4;20607
63264;1;142722
63265;2;61536
63274;2;108176
63275;3;31117
63276;3;29949
63282;0;38500
63285;2;134374
63293;0;109958
63295;4;30848
63297;2;46135
63306;0;40314
63313;0;149742
63327;0;96692
63341;2;84311
63350;0;113448
63352;4;108418
63357;3;40427
63358;1;35238
63360;2;115736
63361;0;31966
63367;1;102948
63374;1;50767
63376;4;29970
63378;0;65063
63380;2;76590
63382;3;101939
63384;2;95312
63389;1;143049
63391;4;108734
63392;2;106529
63393;2;145358
63403;4;149302
63407;2;116034
63411;3;120381
63413;0;64503
63414;1;101921
63418;1;39066
63419;0;34013
63438;2;52667
63439;4;147897
63443;2;148188
63447;0;43265
63448;2;29192
63460;0;54494
63478;4;83364
63480;0;147592
63482;1;97367
63483;3;25399
63487;2;75769
63493;1;64381
63498;3;143610
63500;1;139766
63506;4;142454
63510;4;136785
63511;1;104528
63513;3;51363
63515;0;43460
63516;4;140200
63517;0;74709
63518;4;148652
63519;2;122676
63523;1;61978
63524;2;107366
63527;2;122327
63536;1;33718
63537;4;135988
63539;1;35289
63545;2;69412
63546;3;125742
63548;1;77561
63549;0;97811
63550;3;122647
63551;3;79305
63566;3;80803
63571;1;76190
63577;0;105829
63578;2;100412
63581;4;51955
63584;0;44375
63586;1;22577
63596;4;67891
63602;0;132925
63603;4;97614
63608;3;100162
63611;2;117697
63612;2;36409
63613;0;78303
63615;1;86760
63623;2;124707
63624;2;129441
63625;2;76028
63629;1;33166
63635;0;49139
63637;1;62240
63638;2;118166
63640;2;23480
63641;1;21464
63643;4;123703
63644;2;87219
63645;2;84585
63651;2;56693
63653;2;67551
63654;2;139497
63666;3;84758
63668;4;65551
63671;4;140601
63676;1;144334
63678;0;134142
63684;4;116290
63690;1;144050
63694;4;99150
63697;3;129300
63698;2;68444
63699;3;100426
63700;4;134125
63703;4;100987
63705;1;115756
63706;4;97729
63707;2;126087
63709;3;113790
63711;2;110048
63718;2;139525
63724;2;68815
63725;4;53166
63730;2;135216
63734;0;129682
63737;2;104659
63738;2;120224
63748;4;50361
63749;2;98270
63752;4;118256
63753;3;31714
63755;3;105001
63756;2;127746
63759;3;38759
63762;4;73874
63764;0;28734
63771;1;93794
63776;0;69265
63777;0;143457
63784;3;107953
63785;1;124904
63786;2;147613
63787;2;111550
63788;1;139823
63792;4;133066
63801;3;118298
63807;4;98687
63809;1;104992
63814;2;121188
63821;2;26639
63826;4;102525
63843;0;129762
63844;3;126486
63858;0;132350
63871;0;91326
63875;1;80667
63877;0;44097
63878;1;122586
63879;0;95363
63883;2;51872
63884;0;130164
63892;1;106435
63895;0;41607
63896;0;146476
63898;3;89467
63904;4;49217
63905;3;114982
63906;0;121603
63907;1;84495
63908;0;61199
63910;1;141993
63922;2;64560
63935;1;72299
63937;2;64659
63940;3;43163
63945;0;98254
63950;0;84802
63952;2;45614
63953;0;145595
63960;0;131933
63963;3;61093
63976;1;146381
63978;4;62389
63981;3;48575
63982;2;139888
63989;0;36726
64002;3;128415
64005;2;43131
64006;1;118564
64014;1;133151
64018;4;77115
64024;1;69176
64032;0;106259
64037;1;32080
64048;0;82664
64052;1;135863
64053;0;43925
64060;0;132149
64066;1;38409
64071;1;92748
64076;4;93196
64077;1;107255
64079;2;92783
64090;4;104969
64099;0;77469
64102;3;38646
64106;0;23371
64108;0;149014
64109;4;108382
64111;4;20758
64116;2;30019
64123;4;123909
64126;2;126778
64127;4;33829
64130;0;34508
64134;4;136782
64143;2;35364
64146;2;58563
64147;0;36111
64155;2;127296
64158;4;97877
64162;0;30877
64173;1;109766
64175;0;138184
64178;3;126509
64181;1;112909
64184;3;90020
64199;0;134030
64202;3;56422
64204;1;139206
64206;3;119361
64210;2;33298
64213;0;36998
64216;2;44568
64217;1;20053
64224;0;80850
64231;3;35891
64233;2;43393
64235;1;142195
64244;2;71848
64248;3;20353
64249;3;43933
64252;1;80162
64253;0;93748
64254;1;69016
64256;1;107186
64266;3;67372
64272;4;66409
64273;3;28191
64275;0;110337
64278;4;108240
64280;0;56590
64281;4;109244
64282;0;39988
64295;4;43548
64304;2;52915
64307;4;54771
64309;0;99861
64315;3;41373
64317;3;147793
64318;4;76697
64322;2;130188
64323;0;44157
64325;3;61699
64326;0;64225
64327;0;91920
64332;2;30078
64336;0;133608
64339;4;90381
64343;1;130347
64354;4;51354
64357;3;74645
64368;1;149219
64372;1;137644
64375;0;146158
64376;4;121573
64380;4;102070
64381;1;109556
64385;1;117444
64390;0;94449
64393;4;74217
64402;4;67253
64404;1;32815
64416;3;67290
64417;0;116654
64418;4;114701
64422;4;20515
64433;0;78814
64434;0;144247
64437;1;142372
64438;3;138058
64449;0;90053
64450;0;132396
64458;3;81928
64466;3;143110
64467;2;72722
64468;0;41780
64470;1;118860
64472;2;119826
64473;1;35883
64475;0;86056
64476;2;115275
64480;4;77179
64482;4;118525
64483;2;82954
64487;2;48619
64490;2;107215
64493;0;96822
64498;0;33950
64505;2;121633
64508;2;114270
64513;0;118706
64514;2;38080
64515;3;144054
64519;4;104981
64524;3;144204
64533;2;133150
64541;2;114302
64544;4;116696
64547;0;62959
64549;4;127412
64551;2;30145
64556;3;94676
64558;3;140005
64561;0;64730
64562;0;45156
64569;0;113163
64573;4;29271
64574;1;130016
64581;1;47969
64583;2;106938
64585;2;61515
64589;2;143598
64591;4;115001
64594;1;124200
64602;2;105245
64612;3;117915
64615;0;143369
64617;4;81481
64618;3;79947
64623;0;107900
64629;3;111515
64630;2;70386
64632;1;53274
64634;0;60532
64637;0;29722
64641;4;99208
64643;4;56808
64648;2;72903
64651;2;110081
64656;1;101030
64664;0;116847
64666;3;115242
64668;0;104204
64669;2;35970
64670;4;102431
64672;1;52591
64674;1;87396
64691;2;136553
64692;3;28110
64698;4;66727
64700;0;31155
64709;4;149901
64713;4;124110
64714;4;61752
64715;4;81022
64716;4;42867
64722;1;69810
64723;0;85413
64730;1;41972
64731;0;140045
64732;2;98253
64733;1;60191
64737;2;119636
64748;2;82503
64752;2;31324
64753;2;66941
64754;4;86024
64755;1;94921
64757;2;81272
64765;4;111404
64767;3;107460
64769;4;66048
64770;2;29251
64779;3;147706
64800;2;38798
64801;2;94373
64813;4;114896
64815;0;78358
64818;3;32270
64819;1;41575
64823;1;42985
64824;3;121246
64825;3;57577
64829;0;116419
64830;1;68088
64833;2;108393
64847;2;131542
64848;2;48684
64859;0;101913
64865;1;50108
64868;0;57683
64869;1;92772
64875;3;70205
64881;3;40609
64890;3;86680
64891;4;98854
64893;3;38721
64897;1;102659
64898;3;20939
64907;3;67983
64909;1;88461
64911;3;107413
64912;2;67425
64914;2;40112
64915;1;47258
64916;1;120309
64919;4;50811
64920;1;54587
64921;2;115884
64923;3;62031
64927;4;136064
64928;2;139470
64938;1;108093
64941;3;89529
64942;3;37910
64948;4;27679
64951;4;82434
64956;0;91528
64965;0;53906
64968;0;95871
64972;1;70968
64974;3;111544
64978;2;126231
64981;2;108377
64983;2;107511
64987;1;77993
64990;4;39590
64993;4;146748
64996;4;35060
64997;2;69600
65014;1;53795
65015;2;120508
65017;3;31338
65020;2;120660
65028;4;66208
65031;0;87746
65034;3;144167
65046;1;61317
65050;0;22610
65052;2;123449
65053;1;110996
65063;0;65450
65065;1;76063
65067;1;104491
65069;3;116075
65070;2;59167
65071;0;59696
65078;3;142294
65081;4;91288
65091;3;121847
65097;2;31243
65101;4;143977
65103;4;72620
65108;2;77124
65109;2;64360
65116;0;103631
65117;2;99644
65126;4;77975
65128;3;75101
65130;1;149637
65133;4;119861
65134;3;105372
65140;3;44907
65142;1;140810
65143;3;111664
65147;2;139432
65148;1;73421
65150;0;61922
65152;2;55795
65154;0;74393
65161;1;119179
65164;3;52961
65165;4;84878
65168;4;20780
65170;2;104511
65171;2;52111
65172;0;39667
65178;2;30811
65179;2;31821
65180;3;127143
65183;3;109501
65184;1;26839
65186;0;22149
65193;2;130485
65197;0;45723
65220;3;87347
65224;3;124101
65226;3;89960
65233;2;65616
65235;2;39319
65246;4;127521
65249;4;55003
65255;0;34242
65263;1;28783
65267;1;147362
65269;2;88596
65270;0;22501
65279;3;69546
65282;3;35661
65288;3;111616
65294;2;146526
65295;3;107067
65296;1;134272
65298;4;108282
65300;1;100261
65306;4;59429
65307;2;40899
65319;1;22584
65322;3;148054
65329;1;58068
65330;4;28879
65334;2;105902
65345;3;87504
65348;1;37657
65354;2;145190
65357;3;55373
65359;0;132357
65360;0;111703
65372;0;55359
65384;2;94686
65388;0;35121
65408;1;42066
65412;3;123281
65421;4;117594
65423;3;38120
65430;4;57216
65431;3;121690
65432;0;112886
65439;4;130818
65446;0;54443
65447;4;97143
65451;1;147201
65453;4;143073
65456;2;29119
65458;1;73782
65463;0;133435
65469;3;107937
65479;2;117059
65483;0;104673
65484;2;125816
65497;0;80070
65498;3;148165
65502;4;63848
65505;2;47234
65510;2;33379
65511;4;124299
65516;2;48470
65517;4;48026
65520;3;25179
65522;0;70862
65526;0;26001
65530;3;64380
65534;0;140132
65540;1;33370
65544;1;83174
65546;1;131876
65557;0;42557
65572;3;64931
65573;1;26544
65577;1;33653
65580;0;37177
65581;3;84763
65582;0;121724
65584;0;90705
65586;4;93975
65588;2;113370
65589;1;67099
65597;1;114356
65600;2;81397
65601;3;21315
65607;3;133303
65609;1;129141
65610;3;67809
65614;3;119041
65621;4;80058
65631;3;123379
65640;0;53600
65643;2;73121
65647;3;91419
65648;1;34599
65649;4;143443
65652;3;65317
65653;2;102443
65655;4;148607
65656;0;61953
65657;3;104330
65659;0;128319
65660;0;133073
65662;1;100526
65665;4;36832
65669;2;45265
65670;3;58724
65674;3;121592
65675;1;92871
65676;0;26825
65677;4;82509
65678;2;37162
65692;4;36235
65694;3;74414
65697;4;121675
65699;1;64489
65701;1;26854
65705;1;88389
65706;1;44480
65714;0;78057
65719;0;78694
65720;3;95415
65731;0;92868
65737;4;145089
65738;4;33089
65740;4;58841
65745;3;69130
65749;3;83593
65754;1;34875
65756;1;112802
65759;0;100495
65763;1;95058
65765;1;25867
65769;4;74756
65770;2;144971
65773;4;123491
65784;4;83025
65785;2;116315
65788;2;53311
65790;0;27761
65791;3;35710
65792;0;143709
65794;1;130202
65795;2;142345
65797;4;57193
65804;1;105287
65807;3;25137
65811;1;26195
65812;3;84028
65813;2;126047
65814;0;81846
65815;1;70203
65816;4;80278
65817;2;67875
65818;3;59084
65820;2;40244
65830;1;66761
65832;2;38195
65842;0;117261
65843;1;62917
65846;3;89732
65847;0;127231
65853;0;90477
65854;3;50598
65857;4;112255
65860;3;45488
65862;0;81902
65867;0;39017
65868;2;141220
65872;4;57805
65873;1;70586
65881;4;132308
65883;4;63049
65884;1;144350
65893;4;123243
65896;1;108220
65898;2;109519
65900;3;51331
65901;4;131615
65903;1;99169
65907;0;140222
65912;4;96958
65917;4;103385
65926;0;135886
65927;2;87396
65928;0;135792
65934;2;81494
65936;3;48307
65938;4;131671
65944;2;115159
65950;0;43270
65953;1;113519
65962;3;112002
65973;0;126101
65978;1;56994
65979;4;21390
65982;4;39860
65984;1;93450
65990;3;89261
65991;2;56469
65998;3;106633
65999;4;88147
66000;0;43515
66010;2;143135
66011;3;38495
66015;2;56412
66022;4;103250
66030;3;105455
66031;3;51448
66039;3;23657
66040;1;102122
66044;3;121160
66047;2;85401
66058;1;87869
66063;0;78507
66070;3;25671
66073;0;65486
66075;1;51028
66077;1;143995
66085;4;127955
66087;3;118657
66089;2;127011
66091;4;65810
66101;3;111738
66117;4;25472
66118;3;82345
66121;0;132353
66123;1;96973
66126;0;85905
66127;1;130934
66128;2;31163
66133;2;110923
66134;4;76345
66136;1;62753
66139;2;62291
66142;1;75231
66145;3;71105
66155;4;87999
66160;2;119033
66163;4;132603
66166;3;68205
66170;4;36971
66182;1;22034
66193;1;116912
66205;4;101278
66220;2;128343
66229;4;63958
66238;0;37222
66242;0;103931
66244;2;57093
66245;2;139955
66263;2;78447
66266;3;42663
66271;3;144652
66286;0;131432
66288;2;29202
66289;3;143297
66291;2;97815
66295;2;49528
66298;4;93041
66300;0;36522
66302;2;48305
66305;4;34364
66306;0;34125
66308;2;110813
66309;1;87066
66313;2;145078
66317;2;131686
66318;2;83583
66326;0;29526
66330;1;77484
66331;4;90142
66334;0;96204
66338;0;138387
66340;4;29948
66347;3;109907
66349;0;135368
66354;1;116108
66356;3;87288
66361;3;145038
66362;0;122870
66365;3;31988
66366;4;103325
66367;0;101324
66368;0;83863
66369;2;42437
66371;2;120192
66374;0;131866
66384;1;45025
66390;3;38475
66393;4;114311
66395;1;90164
66397;3;69835
66400;2;133743
66407;2;21093
66409;3;113109
66411;4;70505
66412;1;52162
66423;0;75437
66431;2;30882
66433;0;78698
66434;4;58672
66436;3;83904
66450;2;73376
66451;3;25317
66455;0;62969
66457;2;131619
66460;2;128911
66466;3;48279
66469;0;85746
66477;4;25208
66482;1;103592
66483;2;125205
66484;2;149942
66488;1;70175
66489;1;122137
66491;1;27700
66495;3;125661
66496;3;95295
66498;4;87250
66501;0;127418
66511;0;84575
66516;2;107293
66523;1;120561
66532;3;72440
66534;4;118148
66537;0;79352
66539;2;90974
66541;2;64300
66543;3;96286
66544;0;99745
66552;2;107613
66555;4;118253
66557;1;49867
66562;1;92826
66571;4;83234
66576;1;107029
66577;2;83593
66578;3;117289
66580;2;140187
66581;2;76474
66584;2;51809
66593;2;66934
66596;2;110347
66602;0;111112
66604;4;25629
66618;1;149221
66628;2;26656
66630;2;114054
66634;1;146335
66643;2;117970
66649;4;114239
66653;2;67617
66655;4;44976
66656;2;52044
66663;0;42148
66665;3;144130
66670;2;106461
66675;1;24175
66677;3;61740
66683;2;28063
66684;3;146252
66685;1;33335
66690;2;106215
66691;3;69443
66695;0;85037
66696;2;117928
66698;3;21147
66701;3;29676
66702;2;37528
66708;4;89684
66709;4;56710
66711;4;144277
66717;0;92856
66722;0;58986
66723;4;62586
66729;4;77932
66731;4;54340
66733;3;96809
66741;1;75484
66745;2;77713
66752;3;73680
66759;0;121965
66761;4;122237
66762;3;79140
66768;1;66375
66771;1;86888
66777;2;70443
66780;3;59818
66785;0;139580
66791;2;56808
66792;1;45797
66793;1;116280
66795;2;111284
66799;4;29688
66802;1;94040
66806;4;75573
66807;3;144954
66810;3;57955
66820;0;59813
66821;2;105568
66826;4;130527
66833;3;107728
66836;0;42165
66844;0;115036
66849;2;114622
66854;0;108193
66856;0;55714
66857;1;91763
66861;2;52267
66865;4;49051
66871;1;143202
66872;4;137679
66874;2;37329
66876;3;46404
66877;0;79846
66878;0;25992
66882;2;83999
66885;1;116867
66887;3;32393
66889;1;74872
66893;4;21486
66894;2;81838
66897;3;96189
66898;1;145402
66904;2;114105
66910;1;74845
66911;1;142928
66912;3;34461
66916;1;30773
66917;1;56524
66920;1;123449
66922;2;117866
66928;0;33482
66931;2;107840
66944;4;56847
66945;0;101595
66948;4;130404
66963;2;79950
66966;1;46539
66969;3;82804
66971;3;60433
66972;2;71605
66981;3;143877
66982;1;24127
66988;3;101659
66992;4;142124
66993;3;32820
66996;1;98020
66998;0;82239
66999;2;47563
67004;0;43362
67008;4;29397
67010;0;137756
67011;1;130706
67015;1;33292
67026;3;145775
67028;4;71291
67032;2;44842
67034;4;132820
67035;3;41878
67037;4;64300
67052;0;42243
67054;0;33784
67059;4;24402
67061;1;87116
67067;0;90198
67075;4;58613
67078;1;135477
67079;0;73107
67081;0;132489
67087;2;73524
67089;1;53855
67094;0;81208
67096;2;32213
67097;0;124236
67103;4;37402
67104;3;104694
67111;4;26174
67114;1;135977
67119;1;59145
67130;1;77131
67140;0;110002
67141;3;129973
67142;0;36318
67146;3;136882
67152;4;31205
67156;0;61565
67157;0;89452
67158;3;67349
67160;0;20207
67162;0;136914
67171;0;63392
67180;1;70094
67190;0;72720
67198;4;111968
67200;2;101353
67201;3;67994
67202;4;67722
67204;2;85615
67213;4;98336
67215;1;42820
67219;1;53580
67220;0;106372
67223;3;56550
67229;3;42187
67232;1;60327
67234;0;28566
67235;4;114439
67236;1;136150
67246;4;128368
67250;0;74506
67252;4;68232
67258;0;141422
67264;4;47093
67265;2;36699
67267;2;147485
67275;0;128870
67276;0;99729
67284;4;126230
67286;1;36486
67287;1;27157
67290;1;30588
67291;1;114651
67296;2;127090
67299;3;134784
67301;1;118367
67303;2;69992
67307;3;139466
67313;1;88821
67319;4;63675
67320;1;48345
67328;1;48230
67330;3;93069
67333;0;56438
67334;4;35579
67351;0;141242
67353;3;149865
67354;3;75827
67360;4;141017
67373;1;29111
67377;1;98492
67382;0;90414
67384;3;91839
67385;0;103552
67389;1;52984
67395;1;34693
67397;2;57873
67402;1;116110
67404;3;25416
67405;2;124777
67406;3;97958
67410;2;40170
67412;4;124853
67414;1;26313
67421;1;76909
67422;0;86874
67427;4;35180
67438;2;22132
67439;2;109102
67441;3;86766
67454;3;89478
67455;0;96785
67456;2;31586
67459;1;67874
67464;2;29963
67465;2;65200
67470;4;122684
67472;3;75373
67480;4;37719
67488;4;20846
67490;4;92626
67508;4;51693
67509;0;137169
67512;4;60384
67527;0;120689
67529;0;29915
67530;0;57139
67534;4;49790
67535;2;140823
67537;4;109932
67554;0;31377
67557;2;125359
67559;3;143298
67563;3;75427
67574;1;99988
67579;1;108079
67588;1;119997
67590;4;91329
67592;2;111056
67595;2;52295
67597;1;82141
67599;0;52964
67606;3;115067
67611;4;70454
67613;1;125689
67621;4;56129
67623;0;107885
67624;3;82312
67625;2;142764
67632;3;21784
67633;2;37970
67635;2;139635
67641;1;108823
67644;4;37023
67646;0;79746
67655;3;73134
67656;0;90113
67659;3;64740
67660;4;67754
67665;1;62286
67670;4;143050
67677;3;130592
67681;3;141012
67682;3;126570
67683;0;70305
67690;2;131313
67691;3;98576
67692;2;61199
67693;4;53876
67701;1;118316
67707;4;92574
67715;1;27247
67720;0;76036
67721;3;117320
67722;2;119766
67727;0;54372
67729;0;76959
67731;0;129164
67735;0;137036
67737;1;129165
67740;3;132677
67744;1;56097
67770;0;83833
67774;2;140344
67775;2;98126
67778;2;102631
67792;1;135230
67796;3;86370
67798;0;26752
67800;1;36470
67801;0;115581
67807;3;116330
67811;4;27492
67815;3;78331
67820;0;67780
67827;2;121304
67828;3;93108
67830;0;23202
67836;1;72864
67843;3;119895
67857;2;41353
67859;3;48979
67863;3;135093
67864;2;138694
67868;3;45779
67870;2;65923
67879;3;20982
67883;2;95418
67884;4;140303
67892;0;75730
67897;3;111896
67899;0;39613
67902;4;74759
67904;0;51305
67906;3;43379
67909;1;146731
67917;1;118282
67922;1;51302
67925;4;100700
67929;4;117735
67931;3;101812
67935;3;84687
67939;0;73498
67953;0;142971
67955;3;89936
67958;4;56832
67964;4;87719
67977;0;44313
67978;0;99304
67981;3;27382
67996;1;139883
68005;2;39833
68006;1;75804
68008;4;37685
68015;3;58489
68022;3;133847
68028;4;100645
68031;0;67436
68032;3;35182
68033;2;102678
68034;1;67976
68037;2;104918
68041;0;131156
68042;0;111594
68046;1;106134
68051;3;58121
68052;4;119728
68055;3;40314
68061;0;84208
68067;2;131964
68069;2;36987
68071;1;80590
68073;0;148358
68081;2;71339
68083;3;103982
68084;2;112348
68092;1;24494
68093;4;76630
68102;2;129585
68104;4;92288
68105;3;50110
68107;3;33145
68112;1;54979
68117;3;140980
68118;0;81345
68130;3;91638
68135;3;45382
68136;4;79632
68137;4;82927
68142;1;130287
68144;4;93657
68145;0;59441
68149;4;66401
68155;3;63411
