customer_id;gender;age_brackets
30430;Male;Old
30435;Female;Old
30440;Male;Middle Age
30443;Female;Old
30444;Male;Old
30445;Male;Adolescent
30449;Male;Old
30452;Female;Middle Age
30456;Male;Adolescent
30457;Female;Middle Age
30464;Female;Adolescent
30470;Male;Old
30473;Male;Middle Age
30495;Male;Old
30500;Male;Adolescent
30505;Female;Old
30512;Female;Adolescent
30516;Female;Adolescent
30521;Female;Middle Age
30529;Female;Old
30531;Male;Adolescent
30535;Male;Adolescent
30536;Female;Adolescent
30541;Male;Old
30544;Female;Adolescent
30545;Male;Adolescent
30546;Male;Old
30547;Female;Old
30549;Male;Old
30554;Female;Old
30561;Male;Middle Age
30565;Male;Old
30567;Female;Old
30571;Male;Adolescent
30581;Male;Old
30582;Female;Old
30591;Female;Old
30592;Male;Adolescent
30593;Male;Old
30599;Male;Old
30601;Female;Old
30606;Female;Middle Age
30618;Male;Middle Age
30619;Male;Middle Age
30638;Female;Old
30639;Female;Adolescent
30641;Female;Middle Age
30642;Male;Middle Age
30645;Female;Middle Age
30649;Female;Adolescent
30650;Male;Old
30655;Male;Old
30658;Male;Middle Age
30663;Female;Old
30668;Female;Old
30678;Male;Middle Age
30679;Female;Middle Age
30683;Male;Old
30684;Female;Old
30686;Male;Middle Age
30687;Male;Middle Age
30692;Male;Old
30699;Male;Old
30701;Male;Adolescent
30702;Female;Adolescent
30705;Male;Old
30706;Male;Middle Age
30708;Female;Adolescent
30713;Male;Old
30717;Male;Old
30718;Female;Middle Age
30720;Male;Old
30723;Male;Middle Age
30728;Male;Middle Age
30729;Female;Middle Age
30730;Male;Old
30734;Male;Middle Age
30737;Male;Middle Age
30744;Female;Old
30750;Female;Middle Age
30752;Male;Old
30753;Male;Old
30761;Female;Adolescent
30766;Male;Middle Age
30781;Female;Old
30782;Female;Middle Age
30786;Male;Old
30789;Female;Middle Age
30794;Female;Old
30795;Female;Middle Age
30797;Male;Old
30803;Male;Middle Age
30805;Male;Adolescent
30813;Male;Middle Age
30817;Male;Old
30825;Male;Adolescent
30826;Male;Old
30827;Female;Old
30828;Male;Old
30832;Male;Old
30836;Male;Middle Age
30847;Male;Middle Age
30856;Female;Old
30858;Female;Old
30859;Female;Middle Age
30864;Male;Old
30868;Male;Middle Age
30869;Male;Adolescent
30872;Male;Adolescent
30873;Male;Old
30875;Male;Adolescent
30887;Female;Middle Age
30888;Female;Middle Age
30893;Female;Old
30896;Female;Old
30899;Male;Adolescent
30903;Male;Old
30904;Male;Adolescent
30905;Female;Old
30906;Male;Adolescent
30911;Male;Adolescent
30913;Male;Old
30920;Female;Middle Age
30921;Female;Old
30923;Female;Middle Age
30932;Male;Old
30936;Male;Middle Age
30937;Female;Middle Age
30941;Male;Old
30942;Female;Old
30956;Male;Old
30963;Female;Old
30975;Female;Old
30976;Male;Old
30981;Female;Middle Age
30985;Female;Middle Age
30991;Male;Old
30995;Male;Middle Age
31000;Female;Middle Age
31002;Male;Middle Age
31003;Male;Old
31005;Male;Middle Age
31008;Male;Middle Age
31023;Male;Middle Age
31026;Female;Old
31030;Male;Old
31033;Female;Middle Age
31034;Male;Old
31041;Female;Adolescent
31043;Male;Old
31046;Male;Adolescent
31050;Female;Middle Age
31051;Female;Middle Age
31057;Female;Middle Age
31070;Female;Old
31074;Female;Middle Age
31082;Female;Old
31086;Male;Old
31088;Female;Old
31089;Female;Old
31094;Female;Middle Age
31096;Female;Old
31101;Female;Old
31102;Male;Middle Age
31104;Female;Old
31105;Male;Old
31107;Female;Old
31121;Male;Old
31128;Male;Middle Age
31132;Female;Middle Age
31133;Male;Old
31136;Female;Adolescent
31137;Female;Middle Age
31138;Male;Middle Age
31141;Female;Old
31142;Female;Old
31143;Male;Old
31156;Female;Old
31165;Male;Old
31166;Female;Old
31167;Male;Adolescent
31170;Male;Middle Age
31175;Male;Middle Age
31178;Male;Middle Age
31180;Male;Middle Age
31184;Female;Middle Age
31188;Male;Old
31192;Male;Adolescent
31201;Male;Old
31204;Female;Middle Age
31212;Male;Old
31213;Male;Old
31215;Female;Middle Age
31219;Female;Adolescent
31223;Female;Old
31228;Female;Old
31229;Male;Old
31235;Male;Old
31237;Female;Middle Age
31248;Male;Adolescent
31260;Male;Middle Age
31264;Male;Middle Age
31269;Male;Old
31275;Male;Old
31277;Female;Middle Age
31278;Female;Old
31279;Male;Adolescent
31280;Female;Old
31281;Male;Old
31289;Male;Adolescent
31290;Male;Middle Age
31297;Male;Old
31298;Male;Middle Age
31303;Female;Adolescent
31307;Male;Middle Age
31308;Male;Middle Age
31318;Male;Old
31322;Male;Adolescent
31331;Female;Old
31333;Female;Old
31338;Female;Adolescent
31341;Female;Adolescent
31342;Male;Middle Age
31346;Male;Middle Age
31347;Male;Middle Age
31349;Male;Adolescent
31351;Male;Middle Age
31354;Male;Middle Age
31356;Female;Middle Age
31365;Female;Old
31371;Female;Adolescent
31378;Male;Middle Age
31381;Female;Middle Age
31387;Female;Old
31389;Male;Old
31394;Male;Middle Age
31399;Male;Old
31401;Male;Adolescent
31403;Female;Middle Age
31405;Male;Old
31414;Male;Old
31418;Male;Adolescent
31419;Male;Old
31424;Female;Old
31426;Female;Middle Age
31427;Male;Middle Age
31428;Male;Adolescent
31431;Female;Middle Age
31432;Female;Old
31433;Female;Old
31434;Female;Middle Age
31443;Female;Middle Age
31451;Female;Old
31453;Female;Old
31459;Female;Middle Age
31462;Male;Old
31476;Male;Middle Age
31479;Female;Middle Age
31484;Male;Adolescent
31498;Male;Old
31499;Male;Old
31508;Female;Middle Age
31509;Female;Middle Age
31512;Male;Old
31513;Male;Old
31518;Male;Middle Age
31521;Female;Old
31522;Male;Old
31535;Male;Middle Age
31536;Male;Adolescent
31537;Female;Middle Age
31541;Male;Old
31547;Male;Old
31551;Female;Adolescent
31556;Male;Middle Age
31558;Male;Middle Age
31567;Male;Old
31572;Male;Middle Age
31573;Male;Middle Age
31577;Male;Adolescent
31578;Female;Middle Age
31580;Male;Adolescent
31581;Male;Old
31585;Female;Adolescent
31586;Female;Middle Age
31590;Female;Adolescent
31602;Male;Middle Age
31607;Male;Middle Age
31612;Male;Middle Age
31616;Male;Old
31619;Male;Old
31626;Female;Old
31631;Female;Old
31638;Female;Middle Age
31644;Female;Adolescent
31646;Female;Middle Age
31647;Female;Old
31648;Male;Middle Age
31655;Female;Adolescent
31657;Male;Old
31659;Male;Old
31660;Female;Old
31664;Female;Middle Age
31666;Female;Old
31667;Male;Adolescent
31668;Female;Old
31669;Female;Adolescent
31671;Male;Old
31673;Male;Old
31679;Male;Middle Age
31682;Male;Old
31686;Male;Old
31690;Male;Adolescent
31693;Female;Adolescent
31697;Male;Middle Age
31708;Female;Old
31709;Female;Old
31710;Male;Old
31716;Female;Old
31719;Female;Middle Age
31724;Male;Middle Age
31728;Male;Middle Age
31731;Female;Middle Age
31746;Male;Adolescent
31748;Male;Old
31752;Male;Old
31755;Male;Middle Age
31760;Female;Old
31762;Male;Old
31775;Female;Adolescent
31776;Male;Middle Age
31783;Female;Adolescent
31790;Female;Middle Age
31794;Male;Old
31798;Male;Adolescent
31800;Male;Old
31806;Male;Middle Age
31820;Female;Adolescent
31835;Female;Adolescent
31838;Male;Adolescent
31843;Male;Old
31846;Female;Old
31848;Male;Old
31851;Male;Middle Age
31852;Female;Middle Age
31856;Male;Middle Age
31861;Female;Old
31863;Female;Middle Age
31866;Male;Adolescent
31870;Male;Old
31877;Male;Middle Age
31881;Female;Old
31882;Male;Middle Age
31885;Female;Old
31886;Male;Adolescent
31890;Male;Old
31894;Male;Middle Age
31895;Female;Old
31896;Male;Adolescent
31903;Female;Middle Age
31906;Female;Middle Age
31910;Female;Middle Age
31915;Male;Old
31916;Male;Middle Age
31923;Female;Old
31927;Male;Adolescent
31928;Male;Old
31929;Male;Middle Age
31930;Male;Middle Age
31931;Female;Old
31941;Male;Middle Age
31942;Female;Middle Age
31953;Male;Old
31955;Male;Adolescent
31965;Female;Adolescent
31969;Female;Old
31970;Female;Middle Age
31973;Male;Old
31978;Male;Old
31980;Male;Middle Age
31982;Male;Old
31987;Female;Middle Age
31990;Female;Adolescent
31995;Male;Old
32003;Female;Middle Age
32007;Female;Middle Age
32008;Female;Adolescent
32012;Female;Old
32017;Female;Old
32021;Male;Old
32033;Male;Adolescent
32034;Male;Old
32038;Male;Adolescent
32041;Male;Middle Age
32046;Female;Old
32047;Male;Middle Age
32049;Male;Old
32051;Male;Old
32052;Male;Middle Age
32053;Female;Old
32054;Female;Old
32055;Female;Old
32064;Male;Adolescent
32072;Male;Middle Age
32076;Male;Middle Age
32079;Male;Old
32080;Male;Adolescent
32088;Female;Middle Age
32093;Female;Old
32094;Male;Adolescent
32102;Female;Old
32103;Female;Old
32105;Male;Middle Age
32108;Male;Middle Age
32109;Male;Middle Age
32121;Male;Adolescent
32127;Male;Old
32128;Female;Old
32134;Male;Middle Age
32142;Female;Middle Age
32152;Female;Old
32153;Female;Old
32154;Male;Middle Age
32165;Male;Old
32172;Male;Old
32173;Female;Old
32182;Female;Middle Age
32184;Male;Middle Age
32187;Female;Old
32188;Female;Old
32189;Male;Middle Age
32195;Male;Old
32204;Female;Middle Age
32206;Male;Middle Age
32212;Male;Old
32215;Female;Old
32217;Female;Middle Age
32218;Male;Middle Age
32220;Female;Old
32225;Male;Middle Age
32237;Male;Old
32250;Female;Old
32254;Female;Middle Age
32260;Female;Old
32261;Male;Old
32265;Female;Old
32270;Male;Old
32271;Male;Adolescent
32272;Female;Old
32294;Female;Middle Age
32297;Female;Adolescent
32304;Female;Middle Age
32306;Male;Middle Age
32309;Male;Middle Age
32312;Male;Middle Age
32322;Female;Old
32326;Female;Middle Age
32327;Female;Old
32332;Male;Middle Age
32336;Male;Middle Age
32340;Male;Middle Age
32343;Female;Adolescent
32346;Male;Adolescent
32350;Male;Adolescent
32355;Female;Old
32358;Male;Adolescent
32359;Male;Old
32362;Male;Middle Age
32366;Female;Old
32370;Female;Old
32371;Male;Old
32372;Male;Middle Age
32374;Male;Middle Age
32377;Female;Old
32378;Male;Old
32381;Female;Middle Age
32382;Male;Old
32383;Male;Old
32389;Male;Middle Age
32390;Male;Old
32392;Male;Old
32397;Female;Middle Age
32399;Female;Old
32400;Female;Middle Age
32401;Male;Adolescent
32402;Female;Old
32404;Male;Middle Age
32408;Male;Adolescent
32412;Male;Old
32413;Male;Old
32418;Male;Adolescent
32427;Female;Middle Age
32428;Male;Old
32442;Male;Old
32444;Male;Middle Age
32451;Female;Old
32453;Female;Old
32456;Male;Middle Age
32467;Female;Adolescent
32476;Male;Middle Age
32490;Female;Old
32492;Female;Old
32495;Female;Middle Age
32505;Female;Old
32509;Male;Adolescent
32511;Male;Old
32515;Female;Old
32529;Male;Middle Age
32530;Female;Middle Age
32537;Male;Middle Age
32548;Female;Old
32550;Male;Middle Age
32552;Male;Old
32557;Male;Old
32559;Female;Middle Age
32561;Male;Old
32564;Female;Middle Age
32568;Female;Old
32569;Male;Middle Age
32571;Male;Old
32574;Male;Old
32577;Female;Adolescent
32580;Female;Adolescent
32582;Female;Old
32584;Male;Old
32585;Male;Old
32586;Male;Middle Age
32590;Female;Old
32591;Male;Middle Age
32593;Female;Adolescent
32597;Male;Adolescent
32602;Female;Old
32608;Female;Middle Age
32611;Male;Old
32613;Male;Middle Age
32616;Female;Old
32619;Male;Middle Age
32621;Female;Middle Age
32630;Male;Old
32637;Male;Middle Age
32638;Female;Adolescent
32646;Male;Middle Age
32648;Male;Middle Age
32657;Male;Old
32660;Female;Old
32662;Male;Old
32666;Male;Middle Age
32682;Female;Old
32689;Female;Adolescent
32690;Male;Middle Age
32701;Female;Old
32707;Male;Middle Age
32711;Male;Old
32722;Female;Middle Age
32727;Male;Old
32732;Male;Adolescent
32733;Male;Old
32734;Female;Old
32735;Male;Middle Age
32739;Male;Middle Age
32742;Male;Middle Age
32744;Male;Old
32748;Male;Old
32759;Female;Middle Age
32763;Male;Old
32765;Male;Old
32769;Male;Middle Age
32787;Female;Old
32788;Male;Middle Age
32795;Female;Middle Age
32797;Female;Adolescent
32802;Male;Old
32808;Female;Adolescent
32815;Female;Old
32819;Male;Old
32823;Female;Old
32834;Male;Old
32838;Female;Old
32841;Male;Old
32843;Female;Old
32847;Female;Middle Age
32857;Male;Adolescent
32858;Male;Old
32865;Male;Old
32870;Female;Old
32881;Female;Old
32882;Male;Middle Age
32884;Female;Old
32885;Female;Old
32886;Female;Adolescent
32887;Male;Middle Age
32893;Female;Middle Age
32906;Male;Adolescent
32907;Female;Adolescent
32911;Male;Old
32913;Male;Adolescent
32916;Male;Old
32923;Male;Middle Age
32926;Male;Middle Age
32928;Male;Old
32930;Male;Adolescent
32935;Female;Adolescent
32942;Male;Old
32955;Male;Old
32961;Male;Middle Age
32962;Male;Middle Age
32963;Male;Adolescent
32983;Female;Old
32991;Female;Middle Age
32995;Male;Adolescent
32998;Male;Middle Age
33000;Female;Old
33005;Male;Old
33017;Male;Old
33019;Male;Middle Age
33023;Female;Old
33025;Female;Old
33029;Male;Middle Age
33031;Male;Adolescent
33035;Male;Middle Age
33040;Male;Middle Age
33042;Male;Middle Age
33053;Male;Middle Age
33054;Male;Old
33059;Female;Adolescent
33061;Female;Middle Age
33064;Male;Old
33067;Female;Old
33068;Male;Middle Age
33070;Male;Old
33072;Male;Old
33078;Female;Middle Age
33084;Female;Old
33093;Female;Middle Age
33106;Male;Middle Age
33107;Male;Middle Age
33109;Male;Middle Age
33112;Female;Adolescent
33115;Male;Old
33122;Male;Adolescent
33129;Female;Middle Age
33131;Male;Middle Age
33132;Female;Old
33140;Female;Old
33144;Male;Adolescent
33149;Male;Old
33151;Female;Old
33152;Female;Middle Age
33153;Male;Middle Age
33157;Female;Middle Age
33162;Female;Adolescent
33165;Male;Adolescent
33168;Female;Middle Age
33169;Male;Middle Age
33174;Female;Middle Age
33178;Female;Middle Age
33180;Female;Old
33181;Female;Old
33183;Female;Middle Age
33187;Female;Old
33190;Female;Old
33197;Male;Adolescent
33198;Male;Old
33206;Male;Old
33209;Male;Middle Age
33210;Male;Adolescent
33219;Male;Middle Age
33223;Female;Old
33229;Female;Adolescent
33235;Female;Middle Age
33236;Female;Middle Age
33241;Female;Middle Age
33247;Male;Middle Age
33249;Female;Old
33250;Male;Middle Age
33256;Male;Old
33259;Male;Old
33260;Male;Old
33261;Female;Adolescent
33266;Male;Old
33267;Female;Middle Age
33269;Female;Old
33282;Male;Middle Age
33286;Female;Middle Age
33290;Female;Adolescent
33292;Male;Adolescent
33306;Male;Old
33308;Male;Old
33309;Male;Old
33313;Male;Adolescent
33315;Female;Old
33316;Female;Old
33317;Male;Old
33318;Male;Old
33324;Male;Old
33329;Male;Old
33333;Female;Middle Age
33336;Female;Adolescent
33337;Male;Old
33341;Male;Old
33342;Female;Old
33354;Male;Middle Age
33356;Male;Adolescent
33358;Female;Adolescent
33360;Female;Old
33374;Male;Old
33379;Male;Adolescent
33384;Male;Middle Age
33388;Male;Middle Age
33394;Female;Old
33395;Male;Old
33397;Male;Adolescent
33406;Female;Middle Age
33407;Male;Middle Age
33409;Male;Middle Age
33415;Male;Adolescent
33418;Male;Old
33424;Male;Old
33428;Male;Middle Age
33429;Female;Middle Age
33431;Female;Middle Age
33436;Male;Old
33439;Female;Old
33450;Female;Old
33451;Male;Adolescent
33459;Female;Adolescent
33462;Female;Adolescent
33463;Male;Middle Age
33468;Male;Middle Age
33469;Male;Old
33471;Male;Old
33472;Female;Adolescent
33479;Female;Old
33489;Female;Old
33492;Male;Old
33497;Male;Adolescent
33522;Male;Middle Age
33523;Male;Middle Age
33530;Male;Old
33536;Female;Old
33537;Male;Old
33542;Male;Middle Age
33544;Male;Middle Age
33548;Female;Old
33549;Male;Middle Age
33553;Male;Old
33557;Male;Adolescent
33560;Female;Middle Age
33563;Male;Old
33564;Male;Old
33565;Male;Old
33566;Male;Adolescent
33573;Male;Old
33576;Female;Adolescent
33579;Male;Old
33581;Female;Adolescent
33584;Male;Middle Age
33585;Female;Old
33590;Male;Adolescent
33591;Male;Adolescent
33595;Male;Middle Age
33601;Male;Adolescent
33605;Male;Middle Age
33606;Male;Adolescent
33609;Female;Middle Age
33613;Male;Middle Age
33616;Male;Middle Age
33622;Male;Middle Age
33623;Female;Adolescent
33624;Male;Middle Age
33626;Female;Old
33631;Male;Old
33638;Female;Old
33643;Female;Middle Age
33644;Female;Adolescent
33645;Male;Middle Age
33646;Female;Middle Age
33647;Female;Old
33649;Female;Adolescent
33650;Male;Middle Age
33651;Male;Old
33652;Male;Adolescent
33657;Male;Adolescent
33662;Male;Adolescent
33665;Male;Adolescent
33666;Male;Old
33675;Male;Middle Age
33679;Female;Old
33686;Male;Middle Age
33691;Male;Old
33696;Male;Adolescent
33702;Male;Old
33705;Female;Middle Age
33708;Female;Middle Age
33712;Female;Old
33713;Male;Middle Age
33714;Male;Middle Age
33716;Female;Middle Age
33718;Female;Middle Age
33727;Male;Old
33739;Female;Middle Age
33740;Male;Adolescent
33743;Male;Adolescent
33746;Male;Old
33752;Male;Old
33764;Male;Middle Age
33766;Male;Old
33771;Female;Middle Age
33774;Male;Middle Age
33779;Male;Middle Age
33784;Male;Old
33789;Female;Middle Age
33790;Female;Middle Age
33792;Female;Adolescent
33794;Male;Middle Age
33795;Female;Middle Age
33800;Male;Middle Age
33807;Male;Adolescent
33814;Female;Adolescent
33816;Male;Adolescent
33818;Male;Middle Age
33819;Male;Middle Age
33820;Female;Adolescent
33825;Male;Adolescent
33829;Male;Old
33831;Female;Adolescent
33832;Male;Adolescent
33833;Male;Old
33862;Male;Middle Age
33864;Male;Middle Age
33867;Male;Old
33870;Female;Old
33873;Male;Adolescent
33875;Male;Middle Age
33876;Female;Old
33877;Male;Old
33880;Male;Old
33884;Male;Middle Age
33885;Male;Old
33892;Male;Middle Age
33893;Female;Old
33899;Female;Adolescent
33905;Male;Old
33906;Male;Middle Age
33913;Male;Old
33917;Male;Middle Age
33918;Female;Old
33932;Female;Adolescent
33935;Female;Middle Age
33936;Female;Old
33938;Male;Adolescent
33939;Female;Old
33949;Male;Old
33951;Male;Adolescent
33957;Female;Middle Age
33960;Male;Old
33962;Male;Adolescent
33972;Male;Old
33980;Female;Old
33986;Female;Adolescent
33992;Male;Old
33993;Male;Old
33998;Female;Middle Age
34005;Female;Adolescent
34007;Female;Old
34017;Male;Adolescent
34025;Male;Old
34027;Male;Middle Age
34033;Male;Adolescent
34034;Male;Old
34035;Female;Old
34036;Male;Old
34041;Male;Adolescent
34042;Male;Old
34045;Male;Middle Age
34049;Female;Old
34052;Male;Adolescent
34053;Female;Adolescent
34057;Male;Old
34064;Male;Adolescent
34065;Male;Middle Age
34066;Male;Middle Age
34068;Male;Old
34071;Male;Old
34073;Male;Adolescent
34076;Female;Old
34078;Male;Old
34082;Female;Middle Age
34085;Male;Middle Age
34087;Female;Middle Age
34088;Male;Adolescent
34091;Male;Middle Age
34096;Male;Middle Age
34102;Male;Old
34112;Female;Old
34116;Male;Old
34117;Male;Middle Age
34125;Female;Old
34140;Male;Adolescent
34141;Female;Middle Age
34142;Male;Old
34143;Male;Old
34144;Female;Old
34145;Female;Old
34149;Male;Adolescent
34152;Female;Old
34156;Female;Middle Age
34157;Male;Middle Age
34158;Male;Old
34162;Male;Middle Age
34163;Female;Old
34166;Female;Middle Age
34171;Female;Middle Age
34172;Female;Middle Age
34178;Male;Old
34187;Male;Old
34188;Female;Middle Age
34192;Male;Middle Age
34193;Female;Old
34196;Male;Old
34208;Male;Old
34209;Male;Middle Age
34210;Male;Old
34212;Female;Adolescent
34214;Male;Middle Age
34218;Female;Middle Age
34224;Female;Old
34227;Male;Old
34229;Female;Adolescent
34230;Female;Middle Age
34231;Female;Adolescent
34233;Female;Old
34240;Female;Old
34249;Female;Adolescent
34254;Male;Middle Age
34257;Male;Middle Age
34259;Female;Middle Age
34262;Male;Adolescent
34263;Male;Old
34271;Female;Adolescent
34276;Male;Adolescent
34279;Female;Middle Age
34282;Male;Old
34287;Male;Old
34288;Male;Middle Age
34295;Male;Old
34300;Female;Adolescent
34304;Male;Adolescent
34311;Female;Middle Age
34313;Male;Adolescent
34317;Female;Old
34330;Female;Adolescent
34335;Male;Old
34337;Male;Old
34339;Female;Old
34345;Male;Old
34348;Male;Adolescent
34351;Male;Old
34361;Female;Old
34366;Female;Middle Age
34367;Female;Adolescent
34368;Female;Adolescent
34369;Male;Old
34381;Male;Old
34382;Female;Middle Age
34397;Male;Old
34410;Male;Old
34412;Male;Adolescent
34419;Female;Old
34422;Male;Old
34428;Male;Adolescent
34429;Male;Middle Age
34430;Female;Adolescent
34432;Male;Old
34437;Male;Adolescent
34438;Male;Adolescent
34439;Female;Old
34446;Female;Old
34449;Male;Old
34451;Female;Old
34454;Female;Middle Age
34457;Male;Adolescent
34458;Female;Old
34460;Male;Old
34472;Male;Middle Age
34476;Female;Middle Age
34479;Male;Old
34483;Female;Middle Age
34484;Male;Adolescent
34488;Female;Middle Age
34489;Female;Adolescent
34492;Female;Middle Age
34501;Male;Middle Age
34508;Female;Middle Age
34518;Female;Middle Age
34519;Male;Adolescent
34520;Male;Middle Age
34538;Male;Old
34547;Female;Middle Age
34549;Male;Old
34555;Male;Old
34571;Female;Old
34574;Female;Middle Age
34577;Male;Adolescent
34583;Male;Middle Age
34585;Male;Old
34590;Male;Adolescent
34592;Female;Middle Age
34595;Male;Adolescent
34598;Male;Old
34600;Male;Middle Age
34607;Female;Middle Age
34609;Male;Adolescent
34612;Female;Adolescent
34625;Female;Old
34629;Male;Old
34630;Male;Adolescent
34631;Male;Adolescent
34636;Male;Middle Age
34641;Female;Middle Age
34644;Female;Old
34646;Male;Old
34651;Male;Adolescent
34657;Female;Middle Age
34662;Female;Middle Age
34668;Male;Middle Age
34669;Female;Middle Age
34672;Male;Old
34677;Female;Old
34678;Male;Adolescent
34682;Female;Middle Age
34683;Female;Middle Age
34684;Female;Old
34691;Female;Adolescent
34697;Male;Old
34701;Female;Middle Age
34709;Male;Old
34711;Female;Adolescent
34715;Female;Adolescent
34721;Male;Adolescent
34722;Female;Middle Age
34725;Male;Middle Age
34729;Female;Old
34731;Female;Adolescent
34735;Male;Middle Age
34740;Female;Middle Age
34741;Male;Old
34751;Female;Old
34759;Male;Middle Age
34761;Male;Old
34762;Female;Old
34770;Male;Old
34771;Male;Old
34779;Male;Middle Age
34781;Female;Middle Age
34784;Male;Middle Age
34786;Male;Middle Age
34790;Male;Adolescent
34795;Female;Old
34796;Female;Middle Age
34802;Male;Old
34803;Male;Middle Age
34804;Male;Middle Age
34815;Female;Middle Age
34816;Male;Old
34817;Male;Middle Age
34818;Male;Old
34821;Female;Adolescent
34826;Male;Adolescent
34830;Female;Old
34840;Male;Middle Age
34841;Female;Old
34842;Male;Old
34847;Male;Old
34852;Male;Middle Age
34854;Male;Middle Age
34855;Male;Adolescent
34858;Female;Adolescent
34862;Male;Middle Age
34864;Male;Middle Age
34867;Female;Middle Age
34868;Male;Middle Age
34870;Female;Old
34875;Female;Old
34876;Male;Middle Age
34877;Male;Middle Age
34892;Male;Middle Age
34893;Male;Middle Age
34895;Female;Middle Age
34901;Female;Old
34903;Male;Adolescent
34907;Male;Middle Age
34908;Male;Old
34911;Male;Adolescent
34916;Male;Old
34918;Male;Old
34919;Female;Adolescent
34926;Female;Adolescent
34927;Male;Adolescent
34933;Male;Middle Age
34937;Male;Middle Age
34939;Male;Middle Age
34947;Male;Old
34949;Male;Middle Age
34950;Male;Old
34952;Female;Old
34955;Male;Old
34957;Male;Middle Age
34960;Male;Middle Age
34962;Male;Old
34965;Male;Adolescent
34975;Female;Middle Age
34981;Female;Middle Age
34983;Female;Middle Age
34989;Female;Old
34992;Female;Middle Age
35001;Male;Adolescent
35012;Female;Middle Age
35025;Female;Middle Age
35027;Male;Old
35029;Male;Middle Age
35031;Female;Adolescent
35034;Male;Adolescent
35037;Male;Middle Age
35038;Female;Middle Age
35039;Male;Adolescent
35040;Female;Adolescent
35045;Female;Old
35046;Female;Middle Age
35052;Male;Adolescent
35054;Female;Middle Age
35065;Male;Middle Age
35070;Male;Old
35078;Male;Old
35089;Female;Old
35097;Male;Old
35099;Female;Old
35107;Female;Adolescent
35111;Male;Old
35112;Female;Old
35113;Male;Adolescent
35119;Female;Old
35121;Male;Old
35122;Male;Old
35127;Female;Old
35129;Male;Old
35138;Male;Middle Age
35140;Male;Middle Age
35141;Female;Old
35149;Male;Old
35151;Female;Middle Age
35163;Female;Old
35164;Female;Middle Age
35173;Male;Old
35191;Male;Old
35197;Male;Old
35201;Male;Adolescent
35204;Male;Middle Age
35210;Male;Old
35211;Female;Adolescent
35215;Male;Middle Age
35219;Female;Middle Age
35220;Male;Old
35221;Male;Old
35227;Male;Adolescent
35230;Male;Old
35232;Female;Middle Age
35237;Male;Old
35248;Male;Middle Age
35253;Male;Old
35254;Female;Adolescent
35255;Male;Middle Age
35256;Male;Old
35258;Male;Old
35260;Female;Old
35264;Male;Adolescent
35269;Male;Old
35271;Female;Middle Age
35272;Male;Old
35283;Female;Adolescent
35289;Female;Old
35293;Male;Middle Age
35295;Female;Middle Age
35298;Female;Middle Age
35299;Female;Adolescent
35300;Male;Old
35304;Male;Old
35307;Female;Adolescent
35314;Female;Middle Age
35315;Male;Adolescent
35316;Male;Old
35322;Male;Adolescent
35324;Male;Old
35326;Female;Adolescent
35341;Male;Adolescent
35343;Female;Middle Age
35346;Male;Old
35347;Female;Middle Age
35348;Female;Middle Age
35355;Male;Old
35356;Female;Adolescent
35357;Female;Middle Age
35365;Male;Adolescent
35372;Male;Middle Age
35376;Male;Middle Age
35378;Male;Old
35383;Male;Old
35385;Female;Old
35388;Male;Middle Age
35389;Female;Adolescent
35390;Male;Middle Age
35392;Female;Middle Age
35397;Male;Old
35401;Female;Adolescent
35410;Female;Adolescent
35422;Male;Adolescent
35429;Male;Middle Age
35438;Male;Middle Age
35439;Male;Adolescent
35447;Female;Middle Age
35452;Male;Middle Age
35453;Female;Old
35461;Male;Old
35477;Male;Old
35481;Male;Middle Age
35486;Male;Old
35488;Male;Adolescent
35492;Female;Adolescent
35501;Male;Old
35507;Male;Middle Age
35510;Female;Adolescent
35514;Male;Middle Age
35516;Male;Adolescent
35517;Male;Middle Age
35518;Male;Old
35524;Female;Old
35528;Female;Adolescent
35533;Male;Old
35539;Male;Adolescent
35545;Male;Old
35549;Female;Old
35550;Female;Old
35563;Female;Middle Age
35566;Male;Middle Age
35567;Female;Old
35577;Male;Middle Age
35578;Male;Middle Age
35599;Male;Middle Age
35605;Male;Old
35606;Male;Adolescent
35609;Male;Old
35611;Male;Old
35615;Female;Adolescent
35622;Male;Old
35632;Male;Middle Age
35635;Female;Middle Age
35639;Female;Old
35644;Male;Middle Age
35653;Male;Old
35665;Male;Old
35666;Female;Old
35667;Male;Old
35669;Female;Old
35678;Male;Middle Age
35694;Male;Middle Age
35696;Male;Adolescent
35697;Male;Old
35698;Female;Old
35699;Male;Middle Age
35700;Female;Old
35706;Male;Old
35707;Male;Middle Age
35708;Male;Middle Age
35710;Male;Old
35712;Female;Middle Age
35714;Female;Middle Age
35718;Female;Middle Age
35727;Male;Old
35739;Female;Old
35740;Male;Old
35742;Male;Middle Age
35744;Female;Old
35745;Female;Old
35748;Female;Middle Age
35756;Female;Old
35761;Female;Middle Age
35762;Male;Middle Age
35763;Male;Old
35764;Male;Old
35769;Male;Old
35771;Male;Old
35772;Male;Old
35774;Male;Adolescent
35776;Female;Old
35778;Male;Old
35781;Male;Adolescent
35784;Female;Middle Age
35796;Male;Middle Age
35801;Male;Adolescent
35802;Male;Middle Age
35805;Female;Middle Age
35806;Male;Adolescent
35808;Male;Old
35813;Female;Middle Age
35814;Male;Middle Age
35817;Female;Middle Age
