add_id;city;state
68965;Delhi;Sikkim
68980;Bangalore;Assam
68982;Bangalore;Nagaland
68986;Kolkata;Uttar Pradesh
68987;Delhi;Himachal Pradesh
68997;Kolkata;Arunachal Pradesh
69000;Bangalore;Andhra Pradesh
69004;Mumbai;Meghalaya
69006;Delhi;Bihar
69012;Delhi;Manipur
69013;Kolkata;Tripura
69020;Kolkata;Tamil Nadu
69029;Chennai;Rajasthan
69034;Kolkata;Assam
69038;Mumbai;Kerala
69041;Delhi;Gujarat
69042;Kolkata;Manipur
69044;Chennai;Arunachal Pradesh
69047;Kolkata;Kerala
69048;Hyderabad;Uttar Pradesh
69051;Kolkata;Karnataka
69054;Mumbai;Meghalaya
69055;Bangalore;Uttar Pradesh
69061;Bangalore;Haryana
69066;Kolkata;Madhya Pradesh
69069;Delhi;Telangana
69080;Chennai;Meghalaya
69083;Bangalore;Odisha
69089;Bangalore;West Bengal
69099;Chennai;Odisha
69105;Delhi;Tamil Nadu
69109;Chennai;Tripura
69110;Mumbai;Odisha
69113;Hyderabad;Maharashtra
69114;Kolkata;Manipur
69115;Kolkata;Nagaland
69117;Mumbai;Kerala
69119;Bangalore;Chhattisgarh
69120;Chennai;Andhra Pradesh
69127;Mumbai;Madhya Pradesh
69136;Delhi;Meghalaya
69137;Kolkata;Assam
69142;Chennai;Rajasthan
69143;Chennai;Tamil Nadu
69144;Kolkata;Mizoram
69148;Mumbai;Assam
69149;Hyderabad;Chhattisgarh
69151;Hyderabad;Chhattisgarh
69153;Mumbai;Uttarakhand
69159;Mumbai;Punjab
69160;Chennai;Meghalaya
69161;Chennai;Meghalaya
69163;Chennai;Bihar
69171;Bangalore;Manipur
69175;Bangalore;Haryana
69180;Chennai;Uttar Pradesh
69184;Delhi;Kerala
69186;Kolkata;Andhra Pradesh
69195;Delhi;Andhra Pradesh
69205;Bangalore;Sikkim
69207;Mumbai;Punjab
69208;Delhi;Uttar Pradesh
69209;Mumbai;Haryana
69215;Mumbai;Arunachal Pradesh
69218;Mumbai;Punjab
69220;Delhi;Andhra Pradesh
69222;Bangalore;Haryana
69225;Bangalore;Andhra Pradesh
69226;Chennai;Assam
69231;Hyderabad;Manipur
69234;Delhi;Haryana
69237;Mumbai;Telangana
69241;Delhi;Meghalaya
69245;Mumbai;Uttar Pradesh
69247;Delhi;Sikkim
69248;Hyderabad;Uttar Pradesh
69254;Mumbai;Himachal Pradesh
69258;Mumbai;Jharkhand
69259;Delhi;Nagaland
69260;Mumbai;West Bengal
69261;Delhi;Arunachal Pradesh
69265;Delhi;Goa
69272;Bangalore;Assam
69276;Chennai;Jharkhand
69277;Hyderabad;Sikkim
69286;Hyderabad;Uttar Pradesh
69287;Delhi;Chhattisgarh
69291;Mumbai;Arunachal Pradesh
69294;Delhi;Himachal Pradesh
69302;Chennai;Chhattisgarh
69304;Mumbai;Kerala
69314;Mumbai;Andhra Pradesh
69319;Mumbai;Telangana
69321;Mumbai;Jharkhand
69322;Bangalore;Mizoram
69335;Hyderabad;Andhra Pradesh
69336;Bangalore;Manipur
69343;Kolkata;Tamil Nadu
69348;Mumbai;West Bengal
69357;Mumbai;Kerala
69362;Kolkata;Mizoram
69370;Chennai;Manipur
69372;Kolkata;West Bengal
69375;Delhi;Assam
69377;Hyderabad;Haryana
69381;Delhi;Tripura
69383;Kolkata;Arunachal Pradesh
69387;Kolkata;Uttarakhand
69391;Mumbai;Himachal Pradesh
69395;Mumbai;Manipur
69399;Mumbai;Arunachal Pradesh
69401;Bangalore;Meghalaya
69405;Chennai;Punjab
69409;Chennai;Andhra Pradesh
69411;Bangalore;Uttarakhand
69412;Delhi;Sikkim
69415;Bangalore;Himachal Pradesh
69418;Mumbai;Maharashtra
69423;Delhi;Jharkhand
69425;Bangalore;West Bengal
69428;Delhi;Punjab
69433;Bangalore;Meghalaya
69434;Kolkata;Himachal Pradesh
69435;Delhi;Tamil Nadu
69436;Delhi;Madhya Pradesh
69441;Chennai;Punjab
69450;Chennai;Manipur
69454;Chennai;Maharashtra
69459;Chennai;Uttar Pradesh
69473;Mumbai;Odisha
69478;Chennai;Tamil Nadu
69479;Mumbai;Tamil Nadu
69481;Chennai;Arunachal Pradesh
69482;Chennai;Mizoram
69487;Kolkata;Andhra Pradesh
69488;Delhi;Jharkhand
69492;Bangalore;Maharashtra
69494;Delhi;Gujarat
69501;Chennai;Jharkhand
69503;Chennai;Haryana
69508;Delhi;Goa
69509;Bangalore;Meghalaya
69512;Mumbai;Punjab
69513;Bangalore;Rajasthan
69518;Delhi;Uttar Pradesh
69525;Chennai;Rajasthan
69526;Bangalore;Punjab
69531;Bangalore;Madhya Pradesh
69534;Hyderabad;Gujarat
69535;Hyderabad;Madhya Pradesh
69537;Hyderabad;Haryana
69543;Mumbai;Odisha
69544;Chennai;Nagaland
69545;Mumbai;Uttar Pradesh
69552;Hyderabad;Maharashtra
69556;Delhi;Gujarat
69563;Delhi;Rajasthan
69567;Delhi;Gujarat
69572;Hyderabad;Mizoram
69575;Delhi;Gujarat
69578;Bangalore;Nagaland
69583;Mumbai;Assam
69590;Bangalore;Jharkhand
69593;Hyderabad;Gujarat
69594;Delhi;Punjab
69596;Kolkata;Bihar
69598;Chennai;Mizoram
69600;Chennai;Himachal Pradesh
69601;Delhi;Telangana
69602;Bangalore;Tamil Nadu
69618;Delhi;Chhattisgarh
69620;Hyderabad;Uttar Pradesh
69621;Bangalore;Kerala
69622;Delhi;Gujarat
69627;Kolkata;Sikkim
69629;Bangalore;Assam
69634;Mumbai;Tripura
69635;Chennai;Telangana
69637;Mumbai;Uttar Pradesh
69646;Mumbai;Maharashtra
69650;Kolkata;Uttar Pradesh
69651;Hyderabad;Tripura
69652;Mumbai;Haryana
69655;Delhi;Arunachal Pradesh
69658;Delhi;Odisha
69662;Mumbai;Goa
69665;Chennai;Gujarat
69666;Mumbai;Haryana
69673;Hyderabad;Arunachal Pradesh
69679;Mumbai;Bihar
69682;Kolkata;Tripura
69684;Hyderabad;Haryana
69685;Chennai;Punjab
69687;Hyderabad;Nagaland
69694;Mumbai;Himachal Pradesh
69695;Bangalore;Manipur
69696;Kolkata;Gujarat
69703;Mumbai;Goa
69709;Kolkata;Sikkim
69710;Kolkata;Gujarat
69717;Bangalore;Uttarakhand
69719;Chennai;Manipur
69723;Bangalore;Goa
69728;Kolkata;Tripura
69736;Chennai;Maharashtra
69738;Bangalore;Arunachal Pradesh
69740;Bangalore;Nagaland
69741;Bangalore;Goa
69750;Delhi;Jharkhand
69751;Bangalore;Rajasthan
69757;Kolkata;Himachal Pradesh
69773;Delhi;Punjab
69778;Mumbai;Nagaland
69781;Mumbai;Himachal Pradesh
69786;Delhi;Andhra Pradesh
69787;Kolkata;Maharashtra
69792;Delhi;West Bengal
69796;Mumbai;Punjab
69800;Mumbai;Bihar
69801;Delhi;Odisha
69803;Mumbai;Rajasthan
69805;Kolkata;Maharashtra
69808;Bangalore;Arunachal Pradesh
69815;Bangalore;Tamil Nadu
69817;Chennai;Manipur
69824;Chennai;Tamil Nadu
69829;Delhi;Haryana
69838;Bangalore;Tripura
69840;Delhi;Uttar Pradesh
69846;Bangalore;Uttarakhand
69852;Kolkata;Haryana
69853;Delhi;Nagaland
69858;Mumbai;Arunachal Pradesh
69862;Mumbai;Assam
69863;Mumbai;Mizoram
69865;Chennai;Odisha
69867;Kolkata;Madhya Pradesh
69873;Kolkata;Manipur
69874;Kolkata;Andhra Pradesh
69879;Mumbai;West Bengal
69884;Chennai;Arunachal Pradesh
69888;Mumbai;Chhattisgarh
69904;Mumbai;Meghalaya
69913;Delhi;Kerala
69920;Hyderabad;Madhya Pradesh
69921;Kolkata;Telangana
69923;Mumbai;Telangana
69924;Kolkata;Arunachal Pradesh
69927;Kolkata;Arunachal Pradesh
69928;Chennai;Maharashtra
69930;Mumbai;Sikkim
69936;Hyderabad;Andhra Pradesh
69937;Chennai;Arunachal Pradesh
69941;Kolkata;Punjab
69942;Hyderabad;Jharkhand
69950;Kolkata;Assam
69954;Kolkata;Gujarat
69956;Hyderabad;Telangana
69958;Hyderabad;Manipur
69961;Mumbai;Kerala
69978;Mumbai;Uttar Pradesh
69981;Hyderabad;Meghalaya
69982;Mumbai;West Bengal
69985;Mumbai;Odisha
69986;Delhi;Arunachal Pradesh
69987;Hyderabad;Kerala
69991;Delhi;Jharkhand
69994;Bangalore;Telangana
69995;Bangalore;Kerala
69997;Mumbai;Madhya Pradesh
70002;Mumbai;Manipur
70004;Bangalore;Telangana
70008;Chennai;Mizoram
70013;Chennai;Telangana
70015;Hyderabad;Gujarat
70018;Kolkata;Uttar Pradesh
70023;Delhi;Arunachal Pradesh
70025;Delhi;Assam
70026;Delhi;Andhra Pradesh
70030;Kolkata;Gujarat
70038;Chennai;Odisha
70039;Hyderabad;Kerala
70044;Hyderabad;Maharashtra
70048;Chennai;Manipur
70050;Delhi;West Bengal
70053;Mumbai;Goa
70054;Hyderabad;Himachal Pradesh
70059;Hyderabad;Chhattisgarh
70062;Kolkata;Goa
70063;Bangalore;Chhattisgarh
70071;Mumbai;Kerala
70075;Bangalore;Kerala
70076;Kolkata;Odisha
70078;Chennai;Andhra Pradesh
70080;Bangalore;Kerala
70084;Kolkata;Odisha
70086;Delhi;West Bengal
70089;Kolkata;Andhra Pradesh
70090;Kolkata;Bihar
70098;Mumbai;Meghalaya
70100;Chennai;Jharkhand
70103;Mumbai;Assam
70109;Hyderabad;Chhattisgarh
70110;Chennai;Uttar Pradesh
70112;Delhi;Chhattisgarh
70117;Mumbai;Jharkhand
70125;Hyderabad;Goa
70127;Mumbai;Arunachal Pradesh
70129;Hyderabad;Sikkim
70146;Mumbai;Odisha
70167;Hyderabad;Odisha
70168;Hyderabad;Kerala
70170;Hyderabad;Goa
70173;Hyderabad;Nagaland
70175;Hyderabad;Bihar
70177;Chennai;Uttarakhand
70179;Delhi;Jharkhand
70186;Delhi;Assam
70188;Delhi;Assam
70191;Mumbai;Arunachal Pradesh
70196;Kolkata;Maharashtra
70199;Bangalore;West Bengal
70200;Mumbai;Arunachal Pradesh
70201;Delhi;Telangana
70204;Kolkata;Arunachal Pradesh
70213;Mumbai;Odisha
70218;Hyderabad;Odisha
70225;Chennai;Meghalaya
70226;Delhi;Sikkim
70227;Bangalore;Nagaland
70228;Mumbai;Himachal Pradesh
70229;Bangalore;Mizoram
70230;Kolkata;Madhya Pradesh
70231;Chennai;Haryana
70233;Hyderabad;Himachal Pradesh
70235;Bangalore;Kerala
70241;Kolkata;Maharashtra
70242;Chennai;Haryana
70243;Bangalore;Andhra Pradesh
70245;Chennai;Chhattisgarh
70247;Mumbai;Nagaland
70249;Chennai;Uttar Pradesh
70251;Delhi;Odisha
70256;Chennai;Jharkhand
70259;Chennai;Jharkhand
70260;Chennai;Arunachal Pradesh
70262;Chennai;Manipur
70263;Delhi;Punjab
70270;Chennai;Himachal Pradesh
70280;Delhi;Sikkim
70285;Bangalore;Odisha
70286;Mumbai;Haryana
70289;Delhi;Gujarat
70293;Hyderabad;Nagaland
70301;Bangalore;Andhra Pradesh
70311;Chennai;Goa
70313;Delhi;Sikkim
70328;Kolkata;Bihar
70329;Bangalore;Himachal Pradesh
70331;Delhi;Punjab
70333;Bangalore;Punjab
70334;Delhi;Goa
70336;Delhi;Haryana
70339;Kolkata;Mizoram
70340;Chennai;Madhya Pradesh
70344;Delhi;Punjab
70346;Hyderabad;Jharkhand
70347;Hyderabad;Uttarakhand
70354;Hyderabad;Tripura
70355;Bangalore;Arunachal Pradesh
70365;Delhi;Nagaland
70367;Kolkata;Karnataka
70368;Bangalore;Arunachal Pradesh
70369;Bangalore;Punjab
70375;Bangalore;Manipur
70378;Kolkata;Telangana
70381;Bangalore;Maharashtra
70390;Chennai;Sikkim
70399;Mumbai;West Bengal
70401;Kolkata;Rajasthan
70409;Hyderabad;Himachal Pradesh
70410;Kolkata;Mizoram
70412;Chennai;Jharkhand
70419;Hyderabad;Uttar Pradesh
70420;Hyderabad;Jharkhand
70421;Kolkata;Karnataka
70429;Mumbai;Telangana
70433;Mumbai;Odisha
70435;Delhi;Arunachal Pradesh
70436;Mumbai;Chhattisgarh
70437;Bangalore;Manipur
70439;Hyderabad;Andhra Pradesh
70444;Chennai;Himachal Pradesh
70448;Kolkata;Arunachal Pradesh
70451;Delhi;Maharashtra
70453;Delhi;Mizoram
70465;Hyderabad;Gujarat
70468;Chennai;Karnataka
70471;Hyderabad;Madhya Pradesh
70486;Kolkata;Goa
70488;Mumbai;Haryana
70490;Delhi;Kerala
70497;Mumbai;Sikkim
70498;Bangalore;Chhattisgarh
70501;Hyderabad;Nagaland
70506;Delhi;Mizoram
70519;Kolkata;Himachal Pradesh
70522;Hyderabad;Meghalaya
70524;Bangalore;Tripura
70536;Delhi;Karnataka
70545;Kolkata;Arunachal Pradesh
70550;Mumbai;Madhya Pradesh
70552;Mumbai;Gujarat
70555;Chennai;Mizoram
70557;Delhi;Nagaland
70561;Chennai;West Bengal
70562;Bangalore;Manipur
70565;Delhi;Meghalaya
70569;Hyderabad;Goa
70570;Chennai;Arunachal Pradesh
70572;Bangalore;Punjab
70574;Chennai;Kerala
70581;Bangalore;Manipur
70584;Chennai;Kerala
70593;Chennai;Tamil Nadu
70595;Delhi;Odisha
70599;Kolkata;Odisha
70601;Kolkata;Jharkhand
70603;Chennai;Mizoram
70607;Kolkata;Karnataka
70611;Mumbai;Telangana
70628;Kolkata;Manipur
70630;Delhi;Haryana
70631;Kolkata;Rajasthan
70632;Mumbai;Sikkim
70634;Kolkata;Karnataka
70643;Chennai;Bihar
70646;Kolkata;Tripura
70654;Bangalore;Rajasthan
70657;Delhi;Bihar
70659;Delhi;Andhra Pradesh
70660;Kolkata;Punjab
70665;Delhi;West Bengal
70671;Mumbai;Karnataka
70672;Mumbai;Tripura
70685;Delhi;Tripura
70687;Delhi;Chhattisgarh
70688;Hyderabad;Arunachal Pradesh
70692;Hyderabad;Goa
70693;Chennai;Haryana
70696;Delhi;Himachal Pradesh
70697;Bangalore;Nagaland
70701;Hyderabad;Madhya Pradesh
70705;Delhi;Karnataka
70710;Delhi;Rajasthan
70717;Hyderabad;Uttar Pradesh
70722;Kolkata;Mizoram
70723;Chennai;Uttar Pradesh
70724;Hyderabad;Maharashtra
70726;Hyderabad;Andhra Pradesh
70731;Kolkata;Sikkim
70733;Kolkata;Tamil Nadu
70734;Delhi;Goa
70735;Kolkata;Uttarakhand
70739;Hyderabad;Gujarat
70742;Mumbai;Maharashtra
70754;Hyderabad;Manipur
70757;Chennai;Odisha
70760;Hyderabad;Sikkim
70761;Kolkata;Maharashtra
70766;Delhi;Nagaland
70768;Delhi;Chhattisgarh
70771;Hyderabad;Manipur
70772;Bangalore;West Bengal
70782;Hyderabad;Haryana
70787;Hyderabad;Manipur
70788;Mumbai;Rajasthan
70791;Mumbai;Jharkhand
70810;Bangalore;Tamil Nadu
70811;Chennai;Tamil Nadu
70813;Chennai;Madhya Pradesh
70824;Hyderabad;Maharashtra
70827;Chennai;Haryana
70833;Chennai;Arunachal Pradesh
70834;Bangalore;Meghalaya
70836;Bangalore;Sikkim
70847;Chennai;Meghalaya
70851;Hyderabad;Bihar
70855;Mumbai;Arunachal Pradesh
70857;Chennai;Andhra Pradesh
70860;Chennai;Assam
70861;Hyderabad;Gujarat
70862;Kolkata;Chhattisgarh
70864;Mumbai;Karnataka
70867;Kolkata;Tripura
70881;Bangalore;Himachal Pradesh
70882;Mumbai;Haryana
70884;Kolkata;Haryana
70886;Bangalore;Chhattisgarh
70887;Delhi;Punjab
70888;Mumbai;Gujarat
70889;Kolkata;Goa
70890;Chennai;Himachal Pradesh
70895;Mumbai;Uttar Pradesh
70900;Mumbai;Uttar Pradesh
70902;Kolkata;West Bengal
70906;Chennai;Jharkhand
70912;Kolkata;Uttarakhand
70914;Chennai;Haryana
70922;Bangalore;Odisha
70926;Kolkata;Andhra Pradesh
70929;Bangalore;Rajasthan
70930;Kolkata;Rajasthan
70931;Chennai;Assam
70934;Hyderabad;Andhra Pradesh
70940;Bangalore;Uttarakhand
70943;Bangalore;Himachal Pradesh
70945;Hyderabad;Bihar
70953;Bangalore;Goa
70955;Kolkata;Odisha
70957;Kolkata;Assam
70958;Kolkata;Sikkim
70961;Delhi;Arunachal Pradesh
70964;Delhi;Mizoram
70968;Bangalore;Nagaland
70969;Bangalore;Bihar
70974;Bangalore;Sikkim
70976;Delhi;West Bengal
70978;Hyderabad;Meghalaya
70983;Kolkata;Odisha
70985;Kolkata;Andhra Pradesh
70995;Bangalore;Jharkhand
70999;Kolkata;West Bengal
71003;Chennai;Chhattisgarh
71005;Hyderabad;Kerala
71015;Hyderabad;Sikkim
71016;Mumbai;Karnataka
71017;Delhi;Tamil Nadu
71018;Mumbai;Tripura
71025;Chennai;Odisha
71028;Kolkata;Tamil Nadu
71029;Delhi;Goa
71035;Mumbai;Telangana
71043;Mumbai;Uttar Pradesh
71046;Kolkata;Uttar Pradesh
71065;Kolkata;Rajasthan
71066;Bangalore;Bihar
71069;Mumbai;Manipur
71085;Mumbai;Uttarakhand
71088;Kolkata;West Bengal
71090;Bangalore;Karnataka
71091;Bangalore;Bihar
71092;Hyderabad;Mizoram
71112;Hyderabad;Goa
71116;Mumbai;Gujarat
71119;Mumbai;Rajasthan
71123;Bangalore;Haryana
71130;Hyderabad;Karnataka
71135;Hyderabad;Uttarakhand
71142;Mumbai;Chhattisgarh
71148;Hyderabad;Rajasthan
71151;Hyderabad;Jharkhand
71154;Bangalore;Himachal Pradesh
71155;Mumbai;Manipur
71159;Hyderabad;Mizoram
71163;Chennai;Punjab
71164;Bangalore;Tamil Nadu
71166;Kolkata;Himachal Pradesh
71168;Bangalore;Uttar Pradesh
71172;Chennai;Maharashtra
71175;Bangalore;Jharkhand
71183;Hyderabad;West Bengal
71187;Bangalore;Madhya Pradesh
71190;Hyderabad;Tamil Nadu
71191;Hyderabad;Tripura
71192;Bangalore;Odisha
71195;Chennai;Tamil Nadu
71201;Delhi;Arunachal Pradesh
71203;Chennai;Madhya Pradesh
71206;Chennai;Odisha
71207;Chennai;Uttarakhand
71208;Delhi;Haryana
71211;Delhi;Himachal Pradesh
71213;Mumbai;Sikkim
71216;Bangalore;Andhra Pradesh
71220;Kolkata;Rajasthan
71227;Delhi;Arunachal Pradesh
71228;Delhi;Nagaland
71230;Bangalore;Andhra Pradesh
71231;Hyderabad;West Bengal
71238;Bangalore;Haryana
71246;Mumbai;Mizoram
71247;Bangalore;Manipur
71248;Bangalore;Rajasthan
71249;Hyderabad;Telangana
71251;Chennai;Telangana
71267;Mumbai;West Bengal
71269;Bangalore;Punjab
71271;Kolkata;Goa
71281;Kolkata;Andhra Pradesh
71287;Bangalore;Bihar
71289;Bangalore;Mizoram
71303;Bangalore;Uttarakhand
71312;Chennai;Mizoram
71314;Hyderabad;Manipur
71315;Delhi;Manipur
71317;Mumbai;Manipur
71318;Mumbai;Gujarat
71320;Chennai;Kerala
71323;Delhi;Uttar Pradesh
71330;Mumbai;Andhra Pradesh
71332;Bangalore;Himachal Pradesh
71335;Delhi;Karnataka
71345;Kolkata;Uttarakhand
71347;Mumbai;Maharashtra
71351;Delhi;Haryana
71354;Kolkata;Himachal Pradesh
71360;Hyderabad;Maharashtra
71363;Chennai;Bihar
71364;Bangalore;Rajasthan
71367;Kolkata;Arunachal Pradesh
71370;Kolkata;Karnataka
71373;Hyderabad;Chhattisgarh
71374;Chennai;Haryana
71382;Hyderabad;Mizoram
71386;Chennai;Odisha
71388;Delhi;Nagaland
71391;Chennai;Assam
71394;Chennai;Haryana
71395;Kolkata;Karnataka
71399;Delhi;West Bengal
71402;Hyderabad;Himachal Pradesh
71405;Hyderabad;Madhya Pradesh
71411;Kolkata;Himachal Pradesh
71413;Chennai;Rajasthan
71415;Mumbai;Jharkhand
71416;Mumbai;Tripura
71418;Mumbai;West Bengal
71423;Delhi;Arunachal Pradesh
71429;Bangalore;Tamil Nadu
71434;Mumbai;Jharkhand
71437;Bangalore;Punjab
71440;Hyderabad;Assam
71443;Delhi;Tripura
71446;Hyderabad;Goa
71447;Bangalore;Kerala
71450;Bangalore;Haryana
71452;Mumbai;Jharkhand
71453;Mumbai;Telangana
71455;Delhi;Nagaland
71456;Delhi;Rajasthan
71459;Mumbai;Madhya Pradesh
71466;Bangalore;Chhattisgarh
71468;Kolkata;Assam
71471;Chennai;Kerala
71479;Chennai;Bihar
71484;Chennai;Uttar Pradesh
71485;Hyderabad;Odisha
71488;Mumbai;Odisha
71490;Kolkata;Tamil Nadu
71493;Bangalore;Arunachal Pradesh
71494;Hyderabad;Gujarat
71502;Chennai;Uttar Pradesh
71507;Bangalore;Himachal Pradesh
71509;Mumbai;Telangana
71512;Chennai;Maharashtra
71513;Chennai;Haryana
71517;Mumbai;Sikkim
71519;Hyderabad;Telangana
71521;Kolkata;Arunachal Pradesh
71525;Chennai;Chhattisgarh
71526;Bangalore;Himachal Pradesh
71531;Mumbai;Meghalaya
71532;Hyderabad;Madhya Pradesh
71536;Mumbai;Odisha
71544;Mumbai;Manipur
71548;Delhi;Bihar
71552;Chennai;Maharashtra
71554;Delhi;Tamil Nadu
71555;Kolkata;Tripura
71560;Hyderabad;Gujarat
71562;Mumbai;Gujarat
71567;Delhi;Meghalaya
71570;Delhi;Goa
71573;Chennai;Maharashtra
71574;Chennai;Nagaland
71577;Hyderabad;Nagaland
71585;Chennai;Uttarakhand
71589;Hyderabad;Punjab
71595;Hyderabad;Uttar Pradesh
71601;Chennai;Meghalaya
71602;Hyderabad;Arunachal Pradesh
71603;Chennai;Gujarat
71605;Chennai;Tripura
71610;Kolkata;Nagaland
71615;Mumbai;Assam
71617;Bangalore;Maharashtra
71618;Delhi;Sikkim
71622;Chennai;Maharashtra
71634;Chennai;Sikkim
71645;Bangalore;Manipur
71647;Chennai;West Bengal
71655;Kolkata;Gujarat
71657;Delhi;Punjab
71660;Hyderabad;Jharkhand
71661;Kolkata;Jharkhand
71667;Mumbai;Karnataka
71669;Mumbai;Chhattisgarh
71684;Delhi;Gujarat
71687;Delhi;Gujarat
71692;Bangalore;Arunachal Pradesh
71694;Hyderabad;Assam
71695;Bangalore;West Bengal
71707;Mumbai;Punjab
71709;Kolkata;Manipur
71712;Chennai;Himachal Pradesh
71713;Delhi;Tamil Nadu
71714;Delhi;Himachal Pradesh
71722;Mumbai;Uttar Pradesh
71723;Mumbai;Punjab
71729;Delhi;Manipur
71733;Hyderabad;Karnataka
71738;Delhi;Sikkim
71739;Mumbai;Jharkhand
71740;Hyderabad;Himachal Pradesh
71742;Kolkata;Jharkhand
71743;Kolkata;Andhra Pradesh
71744;Delhi;Uttarakhand
71751;Mumbai;Himachal Pradesh
71752;Chennai;Nagaland
71756;Hyderabad;Sikkim
71757;Bangalore;Tamil Nadu
71758;Bangalore;Chhattisgarh
71761;Mumbai;Rajasthan
71770;Chennai;Uttar Pradesh
71773;Bangalore;Odisha
71776;Chennai;Madhya Pradesh
71785;Kolkata;Jharkhand
71786;Delhi;Bihar
71796;Delhi;Odisha
71797;Chennai;Arunachal Pradesh
71798;Delhi;Manipur
71802;Bangalore;Telangana
71803;Chennai;Nagaland
71814;Chennai;Sikkim
71816;Delhi;Karnataka
71819;Delhi;Himachal Pradesh
71825;Chennai;Bihar
71826;Delhi;Haryana
71831;Chennai;Uttarakhand
71833;Bangalore;Uttar Pradesh
71834;Delhi;Madhya Pradesh
71839;Mumbai;Haryana
71843;Kolkata;Uttarakhand
71849;Chennai;Assam
71855;Mumbai;Mizoram
71856;Mumbai;Maharashtra
71861;Mumbai;Andhra Pradesh
71865;Mumbai;Haryana
71866;Chennai;Madhya Pradesh
71867;Mumbai;Tamil Nadu
71868;Delhi;Chhattisgarh
71872;Bangalore;Chhattisgarh
71875;Hyderabad;Karnataka
71883;Hyderabad;Madhya Pradesh
71892;Bangalore;Sikkim
71893;Hyderabad;Chhattisgarh
71895;Chennai;Mizoram
71896;Hyderabad;Meghalaya
71903;Kolkata;Tripura
71910;Kolkata;Haryana
71914;Delhi;Karnataka
71918;Delhi;Tripura
71919;Chennai;Nagaland
71920;Bangalore;Madhya Pradesh
71922;Kolkata;Tripura
71923;Delhi;Bihar
71925;Kolkata;Meghalaya
71927;Bangalore;Himachal Pradesh
71930;Bangalore;Mizoram
71933;Chennai;Bihar
71940;Mumbai;Bihar
71947;Hyderabad;Odisha
71948;Bangalore;Sikkim
71954;Bangalore;Rajasthan
71958;Chennai;Sikkim
71959;Mumbai;Himachal Pradesh
71960;Kolkata;Gujarat
71966;Delhi;Punjab
71968;Kolkata;Andhra Pradesh
71970;Chennai;Gujarat
71972;Chennai;Manipur
71973;Mumbai;Rajasthan
71981;Bangalore;Manipur
71984;Hyderabad;Uttar Pradesh
71992;Chennai;Telangana
72003;Kolkata;Manipur
72004;Hyderabad;Punjab
72010;Kolkata;Jharkhand
72011;Hyderabad;Maharashtra
72014;Kolkata;Andhra Pradesh
72017;Chennai;Madhya Pradesh
72019;Mumbai;Gujarat
72022;Bangalore;Gujarat
72024;Mumbai;Kerala
72026;Mumbai;Telangana
72028;Kolkata;Uttar Pradesh
72032;Chennai;Punjab
72037;Bangalore;Chhattisgarh
72038;Bangalore;West Bengal
72039;Hyderabad;Telangana
72042;Bangalore;Arunachal Pradesh
72043;Kolkata;Telangana
72046;Hyderabad;Bihar
72051;Mumbai;Chhattisgarh
72053;Mumbai;Karnataka
72055;Mumbai;Kerala
72057;Delhi;Uttar Pradesh
72060;Kolkata;Kerala
72061;Mumbai;Uttar Pradesh
72062;Delhi;Chhattisgarh
72063;Delhi;Jharkhand
72066;Chennai;Tamil Nadu
72067;Delhi;Telangana
72070;Bangalore;Tripura
72074;Delhi;West Bengal
72076;Chennai;Nagaland
72081;Hyderabad;Sikkim
72085;Mumbai;Jharkhand
72090;Chennai;Madhya Pradesh
72096;Mumbai;Bihar
72108;Hyderabad;Rajasthan
72111;Chennai;Goa
72122;Hyderabad;Jharkhand
72126;Kolkata;Bihar
72135;Mumbai;Sikkim
72137;Kolkata;Tamil Nadu
72144;Hyderabad;Gujarat
72147;Delhi;Himachal Pradesh
72154;Kolkata;Rajasthan
72159;Chennai;Punjab
72164;Bangalore;Karnataka
72165;Kolkata;Goa
72168;Kolkata;Sikkim
72180;Mumbai;Meghalaya
72182;Bangalore;Goa
72186;Delhi;Nagaland
72187;Mumbai;Meghalaya
72194;Hyderabad;Punjab
72200;Delhi;Chhattisgarh
72203;Mumbai;Kerala
72204;Mumbai;Jharkhand
72207;Delhi;Manipur
72213;Bangalore;Chhattisgarh
72222;Mumbai;Maharashtra
72224;Mumbai;Madhya Pradesh
72228;Hyderabad;Goa
72242;Delhi;Rajasthan
72253;Delhi;Telangana
72262;Delhi;Jharkhand
72264;Bangalore;Gujarat
72265;Hyderabad;Haryana
72271;Delhi;Bihar
72279;Mumbai;Madhya Pradesh
72280;Kolkata;Andhra Pradesh
72282;Delhi;Chhattisgarh
72285;Mumbai;Tripura
72289;Kolkata;Bihar
72292;Mumbai;Punjab
72294;Hyderabad;Manipur
72295;Mumbai;Haryana
72297;Chennai;Gujarat
72298;Bangalore;Jharkhand
72302;Delhi;Telangana
72307;Bangalore;Jharkhand
72308;Kolkata;Chhattisgarh
72310;Chennai;Kerala
72312;Bangalore;Chhattisgarh
72315;Bangalore;Telangana
72317;Chennai;Meghalaya
72319;Hyderabad;Arunachal Pradesh
72323;Delhi;Uttar Pradesh
72329;Kolkata;Odisha
72330;Bangalore;Haryana
72331;Delhi;Jharkhand
72332;Kolkata;Uttarakhand
72335;Kolkata;West Bengal
72336;Chennai;Karnataka
72337;Hyderabad;Tripura
72338;Kolkata;Bihar
72339;Chennai;Haryana
72340;Mumbai;Sikkim
72341;Hyderabad;Andhra Pradesh
